id,year,lwage,educ,exper,black,south,married,female,union,hours,age
200,2,2.9848,9.1,20.7,0,0,1,0,0,36.9,35.7
200,3,-0.7353,9.1,21.5,0,0,1,0,0,39.1,36.7
200,4,1.3583,9.1,21.3,0,0,0,0,0,43.9,37.7
200,5,2.1701,9.1,25.0,0,0,0,0,1,43.5,38.7
200,6,2.5289,9.1,26.3,0,0,0,0,0,39.4,39.7
201,1,1.6306,12.9,17.3,0,1,1,1,0,48.7,37.9
201,2,2.5969,12.9,18.9,0,1,1,1,0,47.8,38.9
201,3,0.811,12.9,20.7,0,1,1,1,0,43.3,39.9
201,4,0.2109,12.9,21.0,0,1,0,1,0,40.4,40.9
201,5,-1.2915,12.9,23.5,0,1,1,1,0,45.3,41.9
201,6,1.7291,12.9,23.2,0,1,0,1,0,42.5,42.9
202,1,2.8322,13.4,21.1,0,1,1,0,0,48.5,38.4
202,2,1.6168,13.4,21.2,0,1,1,0,0,47.2,39.4
202,3,2.5415,13.4,21.2,0,1,1,0,0,31.9,40.4
202,4,-0.8345,13.4,23.0,0,1,1,0,0,31.3,41.4
202,5,0.0465,13.4,24.1,0,1,1,0,0,34.4,42.4
202,6,2.8681,13.4,23.4,0,1,0,0,0,47.8,43.4
203,1,1.2887,14.7,5.1,1,1,0,1,1,27.4,26.6
203,2,2.2822,14.7,7.0,1,1,1,1,0,43.2,27.6
203,3,3.3745,14.7,8.8,1,1,1,1,1,42.9,28.6
203,4,3.4451,14.7,9.1,1,1,1,1,0,49.3,29.6
203,5,0.2945,14.7,8.3,1,1,0,1,1,41.4,30.6
203,6,1.7322,14.7,10.1,1,1,1,1,0,29.3,31.6
204,1,2.5827,14.6,8.0,0,1,0,0,0,32.3,28.7
204,2,2.8902,14.6,9.0,0,1,1,0,0,30.5,29.7
204,3,3.0256,14.6,12.1,0,1,1,0,0,35.7,30.7
204,4,0.5876,14.6,9.7,0,1,0,0,0,38.5,31.7
204,5,0.4545,14.6,12.6,0,1,1,0,0,30.7,32.7
204,6,2.0989,14.6,14.6,0,1,0,0,0,51.8,33.7
205,1,2.0312,8.6,7.6,0,0,1,1,1,29.4,19.9
205,2,0.7418,8.6,5.9,0,0,1,1,0,50.8,20.9
205,3,-0.2433,8.6,7.8,0,0,1,1,1,49.5,21.9
205,4,1.8008,8.6,8.9,0,0,0,1,0,47.2,22.9
205,5,0.7126,8.6,9.5,0,0,0,1,0,34.4,23.9
205,6,0.17,8.6,10.2,0,0,1,1,0,42.7,24.9
206,1,0.3241,9.7,9.9,0,0,0,0,0,29.8,25.2
206,2,1.1719,9.7,8.0,0,0,1,0,0,47.3,26.2
206,3,2.1272,9.7,12.2,0,0,1,0,1,39.4,27.2
206,4,1.4172,9.7,12.6,0,0,1,0,0,36.7,28.2
206,5,-1.7464,9.7,13.3,0,0,1,0,0,30.2,29.2
206,6,0.1531,9.7,16.6,0,0,1,0,1,20.2,30.2
207,1,1.2997,13.3,15.8,0,1,0,0,0,31.7,35.8
207,2,2.7359,13.3,17.1,0,1,1,0,1,48.9,36.8
207,3,0.0909,13.3,20.5,0,1,1,0,1,36.8,37.8
207,4,2.2978,13.3,18.7,0,1,1,0,0,38.6,38.8
207,5,0.1769,13.3,20.0,0,1,0,0,0,45.2,39.8
207,6,0.9582,13.3,21.4,0,1,0,0,0,54.4,40.8
208,1,0.1339,13.3,21.2,0,1,1,1,1,50.6,39.7
208,2,-1.2185,13.3,21.6,0,1,1,1,0,32.2,40.7
208,3,1.9563,13.3,21.1,0,1,1,1,0,24.5,41.7
208,4,1.4563,13.3,22.9,0,1,1,1,1,58.9,42.7
208,5,2.8481,13.3,23.8,0,1,1,1,0,58.2,43.7
208,6,-0.5492,13.3,25.3,0,1,1,1,1,41.5,44.7
209,1,0.3673,13.3,3.7,0,0,1,0,0,29.8,22.6
209,2,1.4003,13.3,4.7,0,0,1,0,0,47.7,23.6
209,3,3.1632,13.3,3.5,0,0,1,0,1,39.1,24.6
209,4,1.4138,13.3,7.4,0,0,0,0,0,39.1,25.6
209,5,1.8068,13.3,7.6,0,0,0,0,0,47.2,26.6
209,6,1.4492,13.3,9.7,0,0,0,0,0,42.7,27.6
210,1,-1.4671,20.0,0.9,1,0,1,0,0,30.5,26.4
210,2,5.9986,20.0,2.5,1,0,1,0,0,37.4,27.4
210,3,2.3473,20.0,2.9,1,0,1,0,1,45.3,28.4
210,4,3.6494,20.0,4.8,1,0,0,0,0,44.1,29.4
210,5,2.8072,20.0,5.0,1,0,1,0,0,42.1,30.4
210,6,2.1045,20.0,5.3,1,0,0,0,0,47.5,31.4
211,1,-0.7342,13.4,12.7,0,0,0,1,0,37.1,29.8
211,2,2.1423,13.4,12.3,0,0,1,1,1,41.4,30.8
211,3,0.12,13.4,13.0,0,0,0,1,1,13.0,31.8
211,4,1.3328,13.4,12.1,0,0,1,1,0,36.4,32.8
211,5,1.9899,13.4,13.1,0,0,1,1,0,46.1,33.8
211,6,2.7303,13.4,15.7,0,0,1,1,0,36.9,34.8
212,1,2.6705,14.8,11.0,0,1,1,1,0,36.3,31.7
212,2,2.5669,14.8,11.2,0,1,0,1,0,31.7,32.7
212,3,0.3428,14.8,13.0,0,1,1,1,0,48.0,33.7
212,4,1.7071,14.8,15.4,0,1,1,1,1,44.4,34.7
212,5,-1.4311,14.8,15.5,0,1,0,1,0,46.6,35.7
212,6,2.9757,14.8,14.7,0,1,0,1,1,26.2,36.7
213,1,5.0733,14.4,4.6,1,1,1,0,0,38.7,25.1
213,2,0.7835,14.4,5.0,1,1,0,0,0,37.8,26.1
213,3,-0.6246,14.4,6.4,1,1,0,0,1,37.8,27.1
213,4,1.728,14.4,7.3,1,1,1,0,0,35.1,28.1
213,5,3.7143,14.4,8.3,1,1,1,0,1,37.2,29.1
213,6,1.9822,14.4,8.5,1,1,1,0,0,46.8,30.1
214,1,-0.9873,13.6,12.8,0,0,0,0,0,24.7,32.5
214,2,6.4292,13.6,13.4,0,0,0,0,1,54.2,33.5
214,3,3.6933,13.6,12.0,0,0,0,0,0,43.9,34.5
214,4,0.6865,13.6,18.0,0,0,1,0,1,39.7,35.5
214,5,5.0425,13.6,18.0,0,0,1,0,1,47.3,36.5
214,6,2.2405,13.6,17.5,0,0,1,0,0,28.4,37.5
215,1,1.2951,11.2,10.0,1,0,1,1,0,34.7,27.2
215,2,1.4953,11.2,9.8,1,0,0,1,0,39.0,28.2
215,3,2.9543,11.2,13.6,1,0,0,1,0,50.9,29.2
215,4,2.3091,11.2,14.8,1,0,1,1,1,39.6,30.2
215,5,-0.7956,11.2,14.1,1,0,1,1,0,43.6,31.2
215,6,4.626,11.2,16.0,1,0,1,1,0,35.3,32.2
216,1,0.2502,13.9,10.2,0,1,1,0,0,43.9,29.9
216,2,2.861,13.9,9.7,0,1,1,0,0,53.4,30.9
216,3,2.5272,13.9,11.6,0,1,1,0,1,48.0,31.9
216,4,0.641,13.9,13.1,0,1,1,0,0,39.3,32.9
216,5,0.6391,13.9,13.6,0,1,1,0,1,45.4,33.9
216,6,3.8973,13.9,14.8,0,1,1,0,0,44.6,34.9
217,1,1.5911,10.1,17.1,0,1,1,0,0,44.1,33.3
217,2,2.1769,10.1,18.1,0,1,0,0,0,48.9,34.3
217,3,1.8326,10.1,19.3,0,1,1,0,0,48.8,35.3
217,4,2.5813,10.1,19.1,0,1,0,0,1,39.0,36.3
217,5,1.7924,10.1,20.5,0,1,1,0,0,45.1,37.3
217,6,1.3367,10.1,20.9,0,1,1,0,1,36.9,38.3
218,1,1.5333,11.4,13.6,1,0,1,0,0,32.6,30.0
218,2,3.424,11.4,11.5,1,0,1,0,0,37.8,31.0
218,3,1.8314,11.4,15.8,1,0,0,0,0,39.4,32.0
218,4,0.9454,11.4,17.0,1,0,1,0,0,26.7,33.0
218,5,4.4002,11.4,16.3,1,0,0,0,0,46.9,34.0
218,6,2.9946,11.4,15.0,1,0,0,0,0,17.9,35.0
219,1,-0.87,10.8,10.2,0,0,1,1,1,61.7,27.4
219,2,8.5697,10.8,11.5,0,0,1,1,0,52.0,28.4
219,3,2.0929,10.8,11.6,0,0,0,1,0,37.9,29.4
219,4,0.2941,10.8,13.1,0,0,1,1,0,40.1,30.4
219,5,0.754,10.8,16.1,0,0,0,1,0,42.4,31.4
219,6,2.3419,10.8,16.3,0,0,1,1,1,35.3,32.4
220,1,2.5589,12.2,10.2,0,0,1,1,0,41.5,29.3
220,2,0.6454,12.2,10.5,0,0,1,1,0,38.8,30.3
220,3,0.7824,12.2,12.8,0,0,1,1,0,39.2,31.3
220,4,0.976,12.2,13.9,0,0,0,1,0,41.5,32.3
220,5,1.9306,12.2,15.6,0,0,1,1,0,29.5,33.3
220,6,0.2831,12.2,15.6,0,0,0,1,0,40.3,34.3
221,1,-0.343,17.8,6.2,0,0,1,0,0,41.3,29.5
221,2,3.1029,17.8,8.6,0,0,1,0,0,41.0,30.5
221,3,3.8505,17.8,8.5,0,0,1,0,1,38.3,31.5
221,4,2.3605,17.8,8.6,0,0,1,0,0,49.1,32.5
221,5,1.9614,17.8,9.5,0,0,1,0,1,37.2,33.5
221,6,2.1491,17.8,10.3,0,0,1,0,0,41.8,34.5
222,1,1.4898,7.3,15.6,0,0,0,0,1,50.4,27.8
222,2,4.1446,7.3,14.8,0,0,1,0,0,39.4,28.8
222,3,2.4412,7.3,16.5,0,0,1,0,0,41.7,29.8
222,4,0.7857,7.3,17.5,0,0,0,0,0,39.2,30.8
222,5,1.3974,7.3,17.9,0,0,0,0,0,49.9,31.8
222,6,1.8001,7.3,18.1,0,0,1,0,0,37.9,32.8
223,1,2.2583,13.7,9.1,0,1,1,0,0,50.3,28.4
223,2,1.7808,13.7,9.7,0,1,0,0,0,39.2,29.4
223,3,3.2325,13.7,11.2,0,1,0,0,0,33.1,30.4
223,4,3.0047,13.7,11.2,0,1,1,0,0,45.4,31.4
223,5,2.1432,13.7,14.0,0,1,1,0,1,37.6,32.4
223,6,3.6299,13.7,12.9,0,1,0,0,0,45.0,33.4
224,1,2.5294,8.0,27.3,0,1,1,1,0,18.2,39.6
224,2,2.5715,8.0,24.9,0,1,0,1,0,40.0,40.6
224,3,4.2394,8.0,28.1,0,1,1,1,0,36.3,41.6
224,4,1.1792,8.0,29.1,0,1,0,1,0,31.5,42.6
224,5,1.3518,8.0,28.8,0,1,1,1,1,35.6,43.6
224,6,3.3437,8.0,31.0,0,1,1,1,0,35.4,44.6
225,1,2.7178,10.8,17.8,1,0,0,0,0,39.6,33.4
225,2,4.064,10.8,15.3,1,0,1,0,0,29.1,34.4
225,3,-0.5899,10.8,19.0,1,0,1,0,0,42.5,35.4
225,4,2.2946,10.8,17.1,1,0,1,0,1,50.9,36.4
225,5,0.518,10.8,19.6,1,0,1,0,1,42.2,37.4
225,6,1.9202,10.8,23.2,1,0,1,0,0,46.5,38.4
226,1,0.185,14.7,6.9,0,1,0,0,0,48.8,28.2
226,2,-0.0374,14.7,7.3,0,1,1,0,0,49.9,29.2
226,3,-3.3885,14.7,9.3,0,1,1,0,0,55.0,30.2
226,4,2.4794,14.7,12.6,0,1,1,0,0,36.0,31.2
226,5,1.4547,14.7,9.7,0,1,0,0,0,34.3,32.2
226,6,-0.2788,14.7,11.5,0,1,0,0,0,46.3,33.2
227,1,1.1997,12.2,17.5,0,0,1,1,0,45.7,34.2
227,2,0.416,12.2,18.9,0,0,1,1,0,46.2,35.2
227,3,4.4384,12.2,17.9,0,0,0,1,1,55.1,36.2
227,4,1.1929,12.2,17.8,0,0,1,1,0,40.1,37.2
227,5,1.3768,12.2,22.1,0,0,0,1,1,43.4,38.2
227,6,3.1519,12.2,22.6,0,0,0,1,0,32.2,39.2
228,1,2.2035,9.3,13.4,0,0,0,0,0,57.1,28.0
228,2,2.5772,9.3,12.9,0,0,1,0,1,37.3,29.0
228,3,2.3116,9.3,14.6,0,0,0,0,1,37.5,30.0
228,4,4.2975,9.3,15.5,0,0,0,0,0,37.2,31.0
228,5,0.9217,9.3,17.0,0,0,0,0,0,34.8,32.0
228,6,6.265,9.3,19.1,0,0,1,0,1,34.2,33.0
229,1,3.0605,10.2,21.7,0,0,1,1,0,35.8,37.0
229,2,2.0698,10.2,20.7,0,0,1,1,0,29.1,38.0
229,3,2.4479,10.2,24.2,0,0,1,1,1,33.7,39.0
229,4,2.2339,10.2,24.1,0,0,0,1,0,55.6,40.0
229,5,-0.5072,10.2,25.5,0,0,1,1,0,45.9,41.0
229,6,0.9907,10.2,27.3,0,0,1,1,0,47.4,42.0
230,1,5.7228,13.7,11.4,0,0,1,0,0,49.4,32.2
230,2,2.2999,13.7,13.5,0,0,0,0,0,54.7,33.2
230,3,1.83,13.7,14.0,0,0,0,0,0,25.8,34.2
230,4,3.2786,13.7,14.0,0,0,1,0,0,30.2,35.2
230,5,2.3817,13.7,16.9,0,0,1,0,0,33.6,36.2
230,6,-2.6226,13.7,20.0,0,0,1,0,0,36.2,37.2
231,1,2.1856,10.2,11.3,1,1,0,0,0,37.6,29.4
231,2,2.344,10.2,14.1,1,1,0,0,1,36.4,30.4
231,3,0.2733,10.2,15.8,1,1,0,0,0,41.8,31.4
231,4,4.5148,10.2,16.3,1,1,1,0,1,40.3,32.4
231,5,0.6423,10.2,17.1,1,1,0,0,0,34.2,33.4
231,6,1.627,10.2,16.9,1,1,1,0,1,22.6,34.4
232,1,-0.1089,12.5,14.4,0,1,0,0,0,32.1,32.7
232,2,2.1413,12.5,14.4,0,1,1,0,0,35.6,33.7
232,3,1.5344,12.5,14.0,0,1,0,0,1,38.0,34.7
232,4,1.5803,12.5,18.3,0,1,1,0,1,31.0,35.7
232,5,3.2413,12.5,19.1,0,1,0,0,0,36.1,36.7
232,6,-3.2384,12.5,19.2,0,1,0,0,0,31.0,37.7
233,1,2.7951,12.1,2.7,0,0,1,1,0,39.0,20.6
233,2,2.0511,12.1,4.5,0,0,1,1,1,31.4,21.6
233,3,6.053,12.1,4.7,0,0,0,1,0,33.2,22.6
233,4,2.0302,12.1,6.4,0,0,1,1,0,29.5,23.6
233,5,-0.9423,12.1,6.2,0,0,1,1,0,38.8,24.6
233,6,-0.9904,12.1,8.8,0,0,1,1,0,33.1,25.6
234,1,3.2737,10.4,7.2,0,0,0,1,1,47.3,23.2
234,2,2.884,10.4,8.1,0,0,1,1,0,43.2,24.2
234,3,1.1814,10.4,7.6,0,0,1,1,0,39.4,25.2
234,4,1.9569,10.4,10.2,0,0,1,1,0,33.6,26.2
234,5,1.6315,10.4,10.0,0,0,1,1,0,43.0,27.2
234,6,4.6545,10.4,11.2,0,0,0,1,0,45.5,28.2
235,1,5.1478,17.4,0.0,0,1,0,1,0,41.1,22.8
235,2,7.0652,17.4,0.0,0,1,0,1,1,52.8,23.8
235,3,3.7395,17.4,3.6,0,1,1,1,0,43.7,24.8
235,4,4.3148,17.4,3.8,0,1,0,1,0,47.3,25.8
235,5,0.342,17.4,5.4,0,1,1,1,0,41.1,26.8
235,6,3.3557,17.4,3.3,0,1,1,1,0,45.4,27.8
236,1,3.0899,13.6,11.3,0,0,0,0,1,33.6,30.9
236,2,5.7645,13.6,11.0,0,0,0,0,0,36.3,31.9
236,3,2.4678,13.6,12.6,0,0,0,0,0,42.8,32.9
236,4,-0.1375,13.6,13.4,0,0,0,0,0,42.7,33.9
236,5,2.6758,13.6,16.5,0,0,1,0,0,44.1,34.9
236,6,3.006,13.6,15.9,0,0,1,0,0,48.8,35.9
237,1,0.6029,6.9,28.5,0,0,0,1,1,28.6,40.4
237,2,1.0892,6.9,29.1,0,0,1,1,0,32.2,41.4
237,3,1.5337,6.9,31.8,0,0,1,1,0,41.8,42.4
237,4,0.9891,6.9,29.0,0,0,0,1,0,34.2,43.4
237,5,1.0111,6.9,32.7,0,0,0,1,0,67.0,44.4
237,6,0.0801,6.9,33.6,0,0,1,1,0,44.1,45.4
238,1,4.9403,12.5,23.9,1,1,0,0,1,39.4,43.4
238,2,2.9993,12.5,26.9,1,1,0,0,0,35.9,44.4
238,3,-5.6077,12.5,27.3,1,1,0,0,0,36.2,45.4
238,4,3.136,12.5,27.7,1,1,1,0,0,40.2,46.4
238,5,3.1246,12.5,28.1,1,1,1,0,1,40.9,47.4
238,6,-2.8962,12.5,29.2,1,1,1,0,0,36.3,48.4
239,1,1.4742,10.3,19.5,0,0,1,0,1,37.8,33.8
239,2,1.9643,10.3,18.5,0,0,1,0,0,50.8,34.8
239,3,1.7186,10.3,20.3,0,0,1,0,1,51.1,35.8
239,4,2.6417,10.3,19.7,0,0,1,0,0,42.0,36.8
239,5,1.4828,10.3,20.7,0,0,0,0,0,29.3,37.8
239,6,0.3945,10.3,23.6,0,0,1,0,0,44.3,38.8
240,1,6.3279,14.1,11.5,0,0,0,1,0,52.4,33.0
240,2,1.2509,14.1,13.5,0,0,0,1,0,51.0,34.0
240,3,3.0951,14.1,14.9,0,0,1,1,0,45.9,35.0
240,4,0.576,14.1,16.0,0,0,0,1,0,51.4,36.0
240,5,1.7305,14.1,16.7,0,0,0,1,0,40.4,37.0
240,6,2.3311,14.1,18.3,0,0,1,1,1,45.0,38.0
241,1,0.168,10.0,3.9,0,0,0,0,0,34.6,19.2
241,2,1.3303,10.0,4.9,0,0,1,0,1,42.3,20.2
241,3,-0.0519,10.0,4.2,0,0,0,0,0,50.6,21.2
241,4,1.4976,10.0,5.9,0,0,1,0,0,35.3,22.2
241,5,1.8153,10.0,8.4,0,0,0,0,0,33.1,23.2
241,6,-0.9286,10.0,9.1,0,0,1,0,0,40.8,24.2
242,1,3.7165,11.7,7.7,0,1,0,0,1,38.2,26.7
242,2,0.8003,11.7,10.4,0,1,1,0,0,45.2,27.7
242,3,1.0841,11.7,9.1,0,1,0,0,1,36.4,28.7
242,4,2.6181,11.7,12.1,0,1,0,0,1,53.7,29.7
242,5,2.0406,11.7,14.9,0,1,1,0,0,29.7,30.7
242,6,2.1543,11.7,13.1,0,1,0,0,1,50.0,31.7
243,1,0.016,13.3,5.2,0,0,1,0,0,33.9,25.3
243,2,3.2416,13.3,7.8,0,0,0,0,1,25.6,26.3
243,3,2.2304,13.3,6.5,0,0,1,0,0,41.9,27.3
243,4,0.1182,13.3,8.4,0,0,0,0,0,38.0,28.3
243,5,1.6499,13.3,10.6,0,0,0,0,1,31.1,29.3
243,6,3.2634,13.3,10.4,0,0,1,0,0,26.5,30.3
244,1,2.066,14.2,5.9,0,0,1,0,0,39.9,26.3
244,2,-0.2333,14.2,7.9,0,0,1,0,0,47.8,27.3
244,3,1.4622,14.2,8.5,0,0,0,0,0,44.7,28.3
244,4,0.9294,14.2,9.4,0,0,1,0,0,40.5,29.3
244,5,2.1222,14.2,9.8,0,0,1,0,1,43.8,30.3
244,6,3.5675,14.2,11.5,0,0,0,0,0,39.8,31.3
245,1,1.5844,9.0,13.9,0,1,1,0,0,28.6,29.0
245,2,1.5561,9.0,15.4,0,1,0,0,0,28.6,30.0
245,3,3.5516,9.0,15.5,0,1,1,0,0,38.4,31.0
245,4,1.9612,9.0,16.8,0,1,1,0,0,38.7,32.0
245,5,2.0092,9.0,17.0,0,1,0,0,1,46.8,33.0
245,6,1.2413,9.0,19.0,0,1,1,0,1,46.1,34.0
246,1,2.0448,11.2,9.2,0,0,1,1,0,44.8,27.2
246,2,1.9201,11.2,9.9,0,0,0,1,0,37.8,28.2
246,3,1.6768,11.2,12.3,0,0,1,1,1,29.0,29.2
246,4,6.529,11.2,13.2,0,0,0,1,1,43.3,30.2
246,5,3.498,11.2,14.8,0,0,0,1,0,44.2,31.2
246,6,2.6744,11.2,14.6,0,0,1,1,0,20.9,32.2
247,1,1.5541,10.8,1.7,0,1,1,0,1,33.3,18.1
247,2,1.2313,10.8,2.9,0,1,0,0,0,34.5,19.1
247,3,0.2233,10.8,3.8,0,1,1,0,0,40.9,20.1
247,4,0.8103,10.8,3.5,0,1,1,0,0,33.6,21.1
247,5,2.3321,10.8,5.5,0,1,0,0,0,39.7,22.1
247,6,1.3597,10.8,6.7,0,1,1,0,0,38.3,23.1
248,1,3.1484,10.4,18.1,0,0,0,1,0,38.7,34.5
248,2,0.1944,10.4,17.0,0,0,1,1,0,34.3,35.5
248,3,1.6433,10.4,20.3,0,0,1,1,0,34.9,36.5
248,4,2.0492,10.4,23.3,0,0,1,1,0,31.4,37.5
248,5,1.6321,10.4,21.8,0,0,0,1,0,43.0,38.5
248,6,3.3949,10.4,22.4,0,0,0,1,1,44.6,39.5
249,1,7.6664,16.4,1.5,1,1,0,1,1,33.8,23.6
249,2,-0.4935,16.4,2.5,1,1,1,1,0,52.2,24.6
249,3,-0.2651,16.4,4.3,1,1,1,1,0,37.5,25.6
249,4,-0.1801,16.4,2.9,1,1,1,1,1,52.2,26.6
249,5,2.5314,16.4,5.9,1,1,1,1,0,34.9,27.6
249,6,1.3683,16.4,6.7,1,1,0,1,0,23.8,28.6
250,1,2.464,13.0,12.3,1,0,0,0,1,43.2,31.4
250,2,1.3142,13.0,13.8,1,0,1,0,0,42.0,32.4
250,3,2.0822,13.0,15.5,1,0,0,0,1,40.3,33.4
250,4,2.7835,13.0,16.3,1,0,1,0,1,34.9,34.4
250,5,1.7035,13.0,15.3,1,0,0,0,0,39.7,35.4
250,6,1.7774,13.0,18.2,1,0,1,0,0,35.9,36.4
251,1,-0.0206,8.8,27.5,0,0,1,0,0,37.6,42.4
251,2,1.6298,8.8,28.7,0,0,1,0,0,46.7,43.4
251,3,1.9487,8.8,29.7,0,0,1,0,0,41.5,44.4
251,4,1.7164,8.8,30.4,0,0,0,0,0,44.9,45.4
251,5,3.5883,8.8,32.8,0,0,1,0,0,38.1,46.4
251,6,3.7709,8.8,32.5,0,0,1,0,1,37.3,47.4
252,1,3.7836,14.3,3.1,1,0,0,0,0,30.8,24.5
252,2,1.9668,14.3,4.8,1,0,0,0,0,37.0,25.5
252,3,3.2174,14.3,6.4,1,0,0,0,0,13.4,26.5
252,4,2.1796,14.3,8.4,1,0,1,0,0,35.3,27.5
252,5,1.3893,14.3,8.8,1,0,0,0,0,39.3,28.5
252,6,1.927,14.3,8.3,1,0,0,0,0,44.5,29.5
253,1,-1.5421,17.3,0.0,0,0,1,1,0,37.9,18.0
253,2,1.0609,17.3,0.0,0,0,1,1,1,42.8,18.0
253,3,1.5896,17.3,0.0,0,0,1,1,1,22.6,18.0
253,4,5.4372,17.3,0.0,0,0,1,1,0,39.5,18.0
253,5,0.8492,17.3,0.0,0,0,1,1,0,26.6,18.8
253,6,4.1932,17.3,0.0,0,0,1,1,0,30.3,19.8
254,1,1.0132,14.6,8.9,0,1,0,0,0,38.5,28.3
254,2,0.7728,14.6,9.8,0,1,0,0,0,50.2,29.3
254,3,2.3454,14.6,10.6,0,1,0,0,1,43.0,30.3
254,4,2.7722,14.6,10.4,0,1,0,0,0,40.1,31.3
254,5,-1.2404,14.6,11.1,0,1,1,0,0,39.8,32.3
254,6,1.0509,14.6,13.0,0,1,0,0,0,34.3,33.3
255,1,1.464,8.2,23.3,0,1,0,1,1,35.6,36.6
255,2,1.1879,8.2,23.2,0,1,1,1,1,43.4,37.6
255,3,2.0091,8.2,25.5,0,1,0,1,0,28.9,38.6
255,4,1.4955,8.2,26.9,0,1,0,1,0,44.7,39.6
255,5,0.357,8.2,25.5,0,1,1,1,0,36.9,40.6
255,6,3.0114,8.2,26.6,0,1,0,1,0,46.6,41.6
256,1,1.5201,10.8,24.8,0,0,1,0,0,47.7,41.8
256,2,3.0175,10.8,26.3,0,0,1,0,1,26.6,42.8
256,3,3.1353,10.8,26.4,0,0,1,0,0,35.3,43.8
256,4,5.3374,10.8,29.3,0,0,0,0,1,33.2,44.8
256,5,2.1357,10.8,29.4,0,0,0,0,0,25.5,45.8
256,6,2.5742,10.8,30.0,0,0,0,0,1,31.7,46.8
257,1,1.3275,15.2,0.0,0,0,1,1,1,59.5,22.6
257,2,2.4471,15.2,1.1,0,0,1,1,0,44.9,23.6
257,3,1.7332,15.2,3.7,0,0,0,1,0,55.3,24.6
257,4,1.6116,15.2,2.3,0,0,0,1,0,46.6,25.6
257,5,3.8494,15.2,6.5,0,0,1,1,1,34.1,26.6
257,6,-1.3658,15.2,6.3,0,0,1,1,0,36.9,27.6
258,1,3.6063,10.2,20.0,1,1,0,0,0,44.7,33.0
258,2,3.3484,10.2,20.1,1,1,0,0,0,43.5,34.0
258,3,1.9946,10.2,18.6,1,1,1,0,0,35.4,35.0
258,4,1.9731,10.2,19.6,1,1,1,0,0,27.9,36.0
258,5,1.603,10.2,21.7,1,1,0,0,0,66.3,37.0
258,6,7.1006,10.2,23.5,1,1,0,0,0,38.9,38.0
259,1,-0.24,13.1,6.5,0,1,1,0,0,37.4,27.2
259,2,2.1646,13.1,7.3,0,1,1,0,1,40.9,28.2
259,3,2.5008,13.1,9.5,0,1,0,0,1,38.1,29.2
259,4,4.577,13.1,11.7,0,1,1,0,0,41.0,30.2
259,5,3.1093,13.1,12.6,0,1,1,0,1,50.3,31.2
259,6,2.3779,13.1,14.2,0,1,1,0,0,39.0,32.2
260,1,0.2166,13.9,8.2,0,0,1,1,0,30.7,29.4
260,2,1.745,13.9,8.1,0,0,0,1,0,38.7,30.4
260,3,0.54,13.9,12.3,0,0,1,1,0,36.3,31.4
260,4,4.1373,13.9,11.6,0,0,0,1,0,51.4,32.4
260,5,3.1875,13.9,11.4,0,0,1,1,0,49.4,33.4
260,6,3.2925,13.9,14.6,0,0,1,1,0,40.9,34.4
261,1,2.2359,9.7,31.0,0,0,1,1,1,29.8,45.9
261,2,1.6926,9.7,31.1,0,0,0,1,0,30.2,46.9
261,3,0.3621,9.7,31.7,0,0,0,1,0,40.1,47.9
261,4,1.4,9.7,33.0,0,0,1,1,1,42.7,48.9
261,5,0.3903,9.7,33.8,0,0,0,1,1,37.0,49.9
261,6,2.3286,9.7,33.8,0,0,0,1,0,36.2,50.9
262,1,0.1686,11.9,2.4,1,0,0,0,0,35.3,21.0
262,2,2.3437,11.9,4.7,1,0,1,0,0,39.8,22.0
262,3,2.2739,11.9,5.5,1,0,0,0,0,20.9,23.0
262,4,1.6344,11.9,6.3,1,0,1,0,0,31.2,24.0
262,5,0.106,11.9,6.1,1,0,1,0,0,35.0,25.0
262,6,1.2736,11.9,7.9,1,0,0,0,1,49.7,26.0
263,1,1.0256,6.0,17.3,0,1,1,1,0,33.5,31.5
263,2,2.0497,6.0,20.7,0,1,1,1,1,41.4,32.5
263,3,0.2874,6.0,23.0,0,1,1,1,1,41.8,33.5
263,4,2.4985,6.0,21.0,0,1,0,1,1,50.4,34.5
263,5,2.1068,6.0,22.9,0,1,0,1,0,50.1,35.5
263,6,0.7545,6.0,24.9,0,1,1,1,1,39.5,36.5
264,1,2.244,9.4,18.6,0,0,0,0,0,36.2,32.8
264,2,2.1007,9.4,17.9,0,0,1,0,0,34.7,33.8
264,3,2.4147,9.4,18.7,0,0,1,0,0,38.1,34.8
264,4,0.5344,9.4,18.4,0,0,0,0,0,36.5,35.8
264,5,0.5479,9.4,21.5,0,0,1,0,1,44.4,36.8
264,6,1.0289,9.4,24.4,0,0,1,0,1,43.4,37.8
265,1,1.4108,11.4,19.4,0,0,1,1,0,44.7,36.5
265,2,2.7787,11.4,20.1,0,0,0,1,0,50.1,37.5
265,3,2.567,11.4,21.5,0,0,1,1,0,54.9,38.5
265,4,3.9957,11.4,22.1,0,0,0,1,0,41.0,39.5
265,5,-0.666,11.4,22.3,0,0,0,1,1,48.8,40.5
265,6,-2.6452,11.4,25.0,0,0,1,1,0,37.2,41.5
266,1,2.2475,8.9,15.9,0,0,0,1,1,49.5,30.6
266,2,1.0575,8.9,16.7,0,0,1,1,0,48.5,31.6
266,3,1.2458,8.9,16.7,0,0,1,1,0,48.1,32.6
266,4,1.7706,8.9,20.0,0,0,0,1,0,40.8,33.6
