exporter,importer,year,trade_value,distance,contiguous,common_language,gdp_exporter,gdp_importer,trade_agreement
C33,C50,2016,32.44,4821.58,0,0,1356.77,804.35,1
C31,C47,2016,53.88,1544.27,0,1,1254.05,436.95,0
C09,C45,2016,2.92,1832.41,0,1,122.95,20.55,0
C19,C32,2016,4275.96,804.45,1,0,3310.29,1393.31,0
C19,C35,2016,3605.38,697.04,1,0,3310.29,1243.93,0
C06,C15,2016,1.46,2004.47,0,0,111.53,135.62,0
C48,C26,2016,38.8,6135.43,0,0,7467.96,481.15,0
C16,C11,2016,0.0,14960.44,0,0,35.23,1649.16,0
C46,C10,2016,157.59,3634.06,0,0,2714.53,2394.16,0
C43,C40,2016,0.0,10937.8,0,0,1431.36,38.04,1
C07,C17,2016,90.69,619.52,0,0,545.01,736.88,0
C22,C29,2016,8.23,6341.98,0,1,917.43,301.44,0
C20,C21,2016,27.38,1190.94,0,1,37.63,1038.05,1
C42,C09,2016,0.44,2465.79,0,0,35.78,122.95,1
C42,C36,2016,1.32,4202.99,0,0,35.78,919.01,0
C49,C01,2016,116.15,1605.37,0,0,4580.31,94.44,0
C46,C11,2016,0.0,1301.64,0,0,2714.53,1649.16,0
C25,C50,2016,791.65,1533.97,0,1,2938.24,804.35,1
C17,C03,2016,34.96,4622.41,0,0,736.88,1065.68,0
C27,C18,2016,0.0,4131.77,0,0,226.11,102.59,0
C40,C19,2016,56.76,785.33,1,0,38.04,3310.29,0
C34,C42,2016,2.53,2099.0,0,0,160.17,35.78,1
C31,C28,2016,0.0,673.84,0,1,1254.05,1171.22,0
C14,C37,2016,215.53,1061.79,0,0,308.3,11018.77,0
C21,C35,2016,157.63,1539.25,0,1,1038.05,1243.93,0
C12,C23,2016,2265.34,629.94,0,1,3650.04,1859.55,0
C08,C29,2016,16.11,928.89,0,0,201.43,301.44,0
C49,C48,2016,554.55,4632.68,0,0,4580.31,7467.96,0
C29,C13,2016,92.38,395.06,0,0,301.44,262.24,0
C16,C47,2016,19.35,367.92,1,0,35.23,436.95,0
C15,C18,2016,122.33,126.24,1,0,135.62,102.59,1
C35,C08,2016,325.49,391.07,1,0,1243.93,201.43,1
C03,C31,2016,0.0,15754.65,0,0,1065.68,1254.05,0
C27,C06,2016,0.0,3738.92,0,0,226.11,111.53,0
C38,C14,2016,0.0,3134.19,0,0,190.07,308.3,0
C27,C25,2016,0.0,1259.79,0,0,226.11,2938.24,0
C35,C36,2016,78.95,5690.99,0,0,1243.93,919.01,1
C12,C33,2016,120.23,5492.53,0,1,3650.04,1356.77,0
C34,C46,2016,71.32,1385.14,0,0,160.17,2714.53,0
C47,C09,2016,4.49,6886.85,0,0,436.95,122.95,0
C19,C48,2016,1773.87,1815.19,0,0,3310.29,7467.96,1
C42,C08,2016,1.8,1149.68,0,0,35.78,201.43,1
C39,C29,2016,40.46,1172.35,0,0,1947.5,301.44,0
C01,C17,2016,0.77,26571.56,0,0,94.44,736.88,0
C49,C14,2016,967.34,843.17,1,0,4580.31,308.3,0
C19,C49,2016,0.0,3893.48,0,0,3310.29,4580.31,0
C15,C08,2016,0.0,428.3,0,0,135.62,201.43,1
C33,C06,2016,20.3,2805.27,0,0,1356.77,111.53,1
C30,C20,2016,11.23,1071.9,0,0,325.07,37.63,0
C16,C35,2016,31.96,801.97,0,0,35.23,1243.93,1
C05,C16,2016,2.11,3800.59,0,1,562.34,35.23,0
C41,C43,2016,150.51,717.94,0,0,1252.7,1431.36,0
C47,C06,2016,1.03,12880.87,0,0,436.95,111.53,0
C19,C09,2016,131.75,936.17,1,0,3310.29,122.95,0
C12,C22,2016,1224.78,465.24,1,0,3650.04,917.43,0
C33,C31,2016,0.0,319.69,0,0,1356.77,1254.05,0
C48,C19,2016,11191.59,882.09,1,1,7467.96,3310.29,0
C34,C33,2016,13.94,2677.19,0,1,160.17,1356.77,0
C47,C08,2016,6.11,3219.57,0,0,436.95,201.43,0
C29,C37,2016,44.33,8500.84,0,1,301.44,11018.77,0
C33,C42,2016,6.16,2951.43,0,0,1356.77,35.78,0
C12,C02,2016,1464.27,329.59,0,1,3650.04,165.88,1
C44,C30,2016,0.0,10943.35,0,0,183.29,325.07,0
C20,C49,2016,136.29,408.29,0,0,37.63,4580.31,0
C16,C41,2016,0.0,1803.65,0,0,35.23,1252.7,1
C03,C09,2016,4.47,8498.63,0,0,1065.68,122.95,1
C35,C34,2016,3.17,6200.64,0,0,1243.93,160.17,0
C40,C45,2016,0.01,19270.13,0,1,38.04,20.55,0
C01,C34,2016,3.15,3450.51,0,0,94.44,160.17,1
C15,C44,2016,47.97,346.25,0,0,135.62,183.29,1
C33,C25,2016,0.0,1536.57,0,0,1356.77,2938.24,1
C03,C27,2016,12.82,3445.27,0,0,1065.68,226.11,0
C42,C05,2016,0.0,1633.37,0,0,35.78,562.34,1
C04,C45,2016,14.45,4224.47,0,0,3139.14,20.55,1
C33,C17,2016,0.0,14389.73,0,0,1356.77,736.88,0
C20,C32,2016,1086.31,86.85,1,0,37.63,1393.31,0
C49,C23,2016,0.0,1396.01,0,0,4580.31,1859.55,0
C23,C21,2016,0.0,2943.14,0,0,1859.55,1038.05,0
C10,C42,2016,7.62,3599.08,0,0,2394.16,35.78,0
C35,C23,2016,0.0,1397.85,0,0,1243.93,1859.55,1
C23,C20,2016,2.3,4192.42,0,0,1859.55,37.63,0
C33,C34,2016,0.0,2075.83,0,0,1356.77,160.17,0
C23,C15,2016,23.75,4547.69,0,0,1859.55,135.62,1
C46,C22,2016,5914.26,220.16,1,0,2714.53,917.43,0
C01,C11,2016,33.27,878.23,0,0,94.44,1649.16,0
C45,C09,2016,0.0,1413.95,0,0,20.55,122.95,0
C30,C13,2016,0.0,2322.93,0,0,325.07,262.24,1
C49,C16,2016,0.0,364.18,0,1,4580.31,35.23,0
C16,C28,2016,0.0,7414.41,0,1,35.23,1171.22,0
C32,C02,2016,0.0,3766.98,0,0,1393.31,165.88,0
C31,C02,2016,55.95,1457.76,0,0,1254.05,165.88,0
C19,C01,2016,286.88,892.2,1,0,3310.29,94.44,0
C28,C25,2016,64.38,12687.73,0,0,1171.22,2938.24,0
C18,C39,2016,10.03,4633.89,0,0,102.59,1947.5,0
C47,C42,2016,7.78,1238.97,0,0,436.95,35.78,0
C36,C43,2016,0.0,2496.89,0,0,919.01,1431.36,0
C15,C11,2016,0.0,1290.77,0,1,135.62,1649.16,0
C14,C38,2016,4.17,2720.11,0,0,308.3,190.07,0
C38,C22,2016,9.28,8589.66,0,0,190.07,917.43,0
C45,C28,2016,0.83,8514.33,0,0,20.55,1171.22,1
C25,C24,2016,203.71,1403.28,0,1,2938.24,493.34,0
C45,C12,2016,0.0,2087.71,0,1,20.55,3650.04,0
C21,C50,2016,327.58,881.61,0,0,1038.05,804.35,0
C11,C09,2016,234.81,399.23,0,0,1649.16,122.95,0
C09,C06,2016,0.0,2363.46,0,0,122.95,111.53,1
C39,C10,2016,0.0,1701.83,0,0,1947.5,2394.16,0
C44,C33,2016,332.99,386.99,1,0,183.29,1356.77,0
C06,C48,2016,123.91,2488.58,0,0,111.53,7467.96,1
C39,C05,2016,0.0,880.78,0,0,1947.5,562.34,0
C26,C01,2016,0.0,1139.44,0,0,481.15,94.44,0
C21,C11,2016,4.22,33401.54,0,0,1038.05,1649.16,0
C20,C33,2016,0.0,1449.91,0,1,37.63,1356.77,1
C01,C24,2016,29.44,912.84,0,0,94.44,493.34,0
C17,C39,2016,36.53,6602.59,0,0,736.88,1947.5,1
C22,C07,2016,131.78,1490.63,0,0,917.43,545.01,0
C22,C38,2016,17.3,2107.12,0,0,917.43,190.07,0
C25,C16,2016,0.0,1271.97,0,1,2938.24,35.23,0
C19,C11,2016,334.02,2264.65,0,0,3310.29,1649.16,0
C49,C27,2016,351.83,1276.44,0,0,4580.31,226.11,0
C30,C41,2016,130.24,973.2,0,0,325.07,1252.7,0
C09,C14,2016,0.0,1187.21,0,0,122.95,308.3,0
C17,C42,2016,0.09,35341.58,0,0,736.88,35.78,0
C18,C50,2016,0.0,826.23,1,0,102.59,804.35,0
C13,C33,2016,312.74,353.13,1,1,262.24,1356.77,0
C03,C01,2016,8.52,4925.8,0,0,1065.68,94.44,0
C07,C16,2016,3.13,3404.97,0,0,545.01,35.23,0
C19,C10,2016,279.54,3178.56,0,0,3310.29,2394.16,0
C36,C11,2016,9528.26,51.28,0,0,919.01,1649.16,0
C05,C36,2016,113.57,1346.75,0,0,562.34,919.01,0
C40,C03,2016,0.0,2142.13,0,0,38.04,1065.68,0
C27,C16,2016,0.0,225.32,1,0,226.11,35.23,1
C13,C41,2016,52.76,1767.46,0,0,262.24,1252.7,0
C45,C30,2016,0.0,869.86,1,0,20.55,325.07,0
C11,C43,2016,1094.73,1640.8,0,0,1649.16,1431.36,0
C31,C16,2016,19.63,1053.53,0,0,1254.05,35.23,0
C28,C47,2016,256.35,1807.17,0,0,1171.22,436.95,1
C17,C48,2016,112.62,2772.27,0,0,736.88,7467.96,0
C38,C04,2016,1014.74,370.21,1,0,190.07,3139.14,1
C44,C13,2016,9.48,1071.53,0,0,183.29,262.24,0
C35,C11,2016,814.92,449.97,0,0,1243.93,1649.16,0
C07,C30,2016,0.0,336.25,1,0,545.01,325.07,0
C09,C07,2016,16.68,2990.01,0,0,122.95,545.01,0
C36,C49,2016,0.0,3414.37,0,0,919.01,4580.31,0
C20,C25,2016,0.29,53183.82,0,0,37.63,2938.24,0
C50,C13,2016,0.0,1262.98,0,0,804.35,262.24,1
C46,C39,2016,1886.5,943.87,1,1,2714.53,1947.5,0
C28,C40,2016,29.73,668.94,0,0,1171.22,38.04,0
C05,C42,2016,0.7,6353.61,0,0,562.34,35.78,0
C27,C33,2016,0.0,730.13,0,1,226.11,1356.77,0
C26,C30,2016,2.2,20845.28,0,0,481.15,325.07,0
C10,C35,2016,78.33,1594.6,0,0,2394.16,1243.93,0
C26,C28,2016,582.09,508.5,0,0,481.15,1171.22,0
C11,C45,2016,0.0,209.33,1,0,1649.16,20.55,0
C41,C30,2016,188.39,1348.38,0,1,1252.7,325.07,0
C43,C05,2016,41.17,5589.77,0,0,1431.36,562.34,0
C27,C24,2016,125.23,384.32,0,0,226.11,493.34,0
C34,C30,2016,148.06,221.75,1,0,160.17,325.07,1
C10,C29,2016,118.7,1919.18,0,0,2394.16,301.44,1
C28,C50,2016,26.05,6449.88,0,0,1171.22,804.35,0
C45,C50,2016,1.38,5107.32,0,1,20.55,804.35,0
C34,C45,2016,0.0,1711.88,0,1,160.17,20.55,0
C02,C06,2016,0.0,10957.48,0,1,165.88,111.53,1
C20,C36,2016,4.74,884.24,0,0,37.63,919.01,0
C02,C44,2016,0.0,30096.06,0,1,165.88,183.29,0
C43,C44,2016,0.0,10418.56,0,0,1431.36,183.29,0
C16,C42,2016,0.15,4770.5,0,0,35.23,35.78,0
C49,C28,2016,361.54,2178.39,0,1,4580.31,1171.22,0
C36,C25,2016,3698.45,463.76,1,0,919.01,2938.24,0
C30,C46,2016,56.04,2218.45,0,1,325.07,2714.53,0
C31,C18,2016,276.42,279.82,0,0,1254.05,102.59,1
C25,C48,2016,582.69,3282.7,0,0,2938.24,7467.96,0
C47,C07,2016,0.0,13220.69,0,0,436.95,545.01,0
C42,C33,2016,2.66,7242.28,0,0,35.78,1356.77,0
C24,C36,2016,3.81,10851.5,0,0,493.34,919.01,0
C08,C17,2016,420.23,539.35,0,0,201.43,736.88,1
C26,C27,2016,6.07,3090.97,0,0,481.15,226.11,0
C18,C38,2016,0.0,1537.14,0,0,102.59,190.07,1
C19,C31,2016,493.91,1296.84,0,1,3310.29,1254.05,1
C21,C26,2016,79.01,1342.02,0,0,1038.05,481.15,0
C44,C37,2016,29.23,3645.48,0,0,183.29,11018.77,0
C45,C37,2016,143.01,442.87,0,0,20.55,11018.77,1
C38,C46,2016,109.23,945.02,0,0,190.07,2714.53,0
C20,C02,2016,0.73,2843.78,0,0,37.63,165.88,0
C19,C03,2016,469.17,1000.84,0,0,3310.29,1065.68,0
C48,C18,2016,101.67,2053.16,0,0,7467.96,102.59,0
C05,C20,2016,0.45,9904.13,0,0,562.34,37.63,0
C46,C17,2016,0.0,3818.4,0,0,2714.53,736.88,1
C46,C14,2016,769.11,964.53,0,0,2714.53,308.3,1
C43,C48,2016,264.33,3852.53,0,0,1431.36,7467.96,0
C37,C15,2016,3553.33,300.07,0,0,11018.77,135.62,0
C24,C30,2016,33.92,1914.49,0,1,493.34,325.07,0
C19,C39,2016,0.0,593.14,1,0,3310.29,1947.5,0
C09,C27,2016,0.66,13449.27,0,0,122.95,226.11,0
C21,C39,2016,0.0,842.75,0,0,1038.05,1947.5,1
C14,C09,2016,6.36,2788.99,0,0,308.3,122.95,1
C44,C31,2016,22.13,2547.05,0,0,183.29,1254.05,0
C19,C05,2016,26.24,9199.59,0,0,3310.29,562.34,1
C47,C34,2016,94.25,328.73,0,0,436.95,160.17,0
C37,C36,2016,229.58,3184.07,0,0,11018.77,919.01,1
C47,C11,2016,73.63,2316.54,0,0,436.95,1649.16,0
C33,C21,2016,0.0,1534.23,0,0,1356.77,1038.05,0
C39,C03,2016,2848.83,282.56,1,1,1947.5,1065.68,0
C38,C28,2016,47.6,1354.3,0,0,190.07,1171.22,1
C10,C45,2016,0.0,3901.43,0,0,2394.16,20.55,0
C29,C06,2016,0.0,1277.46,0,0,301.44,111.53,0
C38,C42,2016,0.0,1737.75,0,1,190.07,35.78,1
C40,C50,2016,0.13,32012.47,0,0,38.04,804.35,0
C25,C37,2016,917.83,1922.07,0,0,2938.24,11018.77,0
C50,C25,2016,649.11,959.3,0,1,804.35,2938.24,0
C08,C34,2016,0.0,1889.31,0,0,201.43,160.17,1
C41,C15,2016,0.0,1197.48,0,0,1252.7,135.62,0
C49,C17,2016,189.59,2734.16,0,0,4580.31,736.88,0
C44,C32,2016,316.68,409.08,0,1,183.29,1393.31,0
C30,C16,2016,18.27,704.7,0,1,325.07,35.23,0
C49,C43,2016,193.56,3557.48,0,1,4580.31,1431.36,0
C08,C15,2016,14.99,1234.94,0,0,201.43,135.62,1
C03,C40,2016,5.58,2748.1,0,1,1065.68,38.04,0
C31,C25,2016,577.2,1421.96,0,0,1254.05,2938.24,1
C09,C37,2016,2737.32,109.29,0,1,122.95,11018.77,1
C46,C18,2016,35.99,3247.51,0,0,2714.53,102.59,0
C23,C31,2016,178.66,1510.24,0,0,1859.55,1254.05,0
C46,C38,2016,222.6,1600.3,0,0,2714.53,190.07,1
C02,C36,2016,0.0,2077.04,0,0,165.88,919.01,0
C04,C25,2016,0.0,5026.1,0,0,3139.14,2938.24,0
C01,C30,2016,1.57,3992.33,0,0,94.44,325.07,0
C22,C12,2016,3.24,54490.66,0,0,917.43,3650.04,1
C07,C47,2016,0.38,105919.99,0,0,545.01,436.95,0
C44,C21,2016,0.0,789.24,0,0,183.29,1038.05,1
C39,C41,2016,0.0,7133.13,0,0,1947.5,1252.7,0
C30,C48,2016,0.0,1420.98,0,0,325.07,7467.96,0
C11,C20,2016,0.0,16792.39,0,0,1649.16,37.63,0
C29,C09,2016,15.21,1772.16,0,0,301.44,122.95,0
C13,C38,2016,4.6,1326.16,0,0,262.24,190.07,0
C10,C32,2016,351.84,2354.25,0,0,2394.16,1393.31,1
C08,C22,2016,0.0,3281.42,0,0,201.43,917.43,0
C37,C19,2016,0.0,15330.19,0,0,11018.77,3310.29,0
C50,C26,2016,159.82,1012.14,0,0,804.35,481.15,1
C08,C46,2016,0.0,665.29,0,0,201.43,2714.53,1
C50,C42,2016,5.18,3507.8,0,1,804.35,35.78,0
C04,C37,2016,4241.17,1242.94,0,0,3139.14,11018.77,0
C37,C29,2016,1756.66,710.71,1,1,11018.77,301.44,0
C15,C01,2016,13.3,467.95,0,1,135.62,94.44,0
C50,C33,2016,18.89,2004.9,0,0,804.35,1356.77,0
C01,C50,2016,35.59,766.61,1,0,94.44,804.35,1
C02,C12,2016,602.48,752.74,1,0,165.88,3650.04,0
C42,C35,2016,2.04,7848.47,0,0,35.78,1243.93,1
C47,C21,2016,6.88,13487.91,0,0,436.95,1038.05,0
C42,C02,2016,1.12,2358.8,0,0,35.78,165.88,0
C26,C39,2016,0.0,1308.25,0,0,481.15,1947.5,0
C17,C05,2016,1428.89,234.47,1,0,736.88,562.34,0
C34,C41,2016,58.19,839.91,0,0,160.17,1252.7,0
C28,C45,2016,5.64,1490.74,0,0,1171.22,20.55,0
C40,C08,2016,0.0,403.89,0,0,38.04,201.43,0
C38,C41,2016,0.0,528.13,1,0,190.07,1252.7,0
C32,C29,2016,46.6,2342.42,0,1,1393.31,301.44,0
C46,C28,2016,451.78,1138.27,0,0,2714.53,1171.22,0
C01,C08,2016,50.72,422.13,0,0,94.44,201.43,0
C27,C31,2016,19.0,3487.86,0,1,226.11,1254.05,1
C34,C37,2016,24.78,11377.64,0,1,160.17,11018.77,0
C33,C29,2016,0.0,1195.67,0,1,1356.77,301.44,1
C35,C46,2016,323.91,2641.82,0,0,1243.93,2714.53,0
C42,C41,2016,0.0,3997.99,0,0,35.78,1252.7,1
C49,C37,2016,5456.4,1074.83,0,1,4580.31,11018.77,0
C26,C20,2016,0.5,8052.97,0,0,481.15,37.63,0
C40,C44,2016,0.21,6615.14,0,0,38.04,183.29,0
C22,C01,2016,0.0,6154.3,0,0,917.43,94.44,0
C41,C13,2016,1311.52,218.64,1,0,1252.7,262.24,1
C04,C38,2016,25.96,1869.05,0,0,3139.14,190.07,0
C46,C32,2016,385.62,1998.71,0,1,2714.53,1393.31,1
C19,C42,2016,10.86,5706.34,0,0,3310.29,35.78,0
C23,C10,2016,0.0,1889.75,0,0,1859.55,2394.16,0
C14,C31,2016,0.0,553.48,0,0,308.3,1254.05,0
C08,C27,2016,2.53,4750.04,0,0,201.43,226.11,0
C24,C04,2016,66.96,1504.04,0,0,493.34,3139.14,0
C47,C03,2016,45.58,1293.05,0,0,436.95,1065.68,0
C22,C08,2016,164.16,850.18,1,0,917.43,201.43,0
C36,C35,2016,4.51,17825.29,0,0,919.01,1243.93,0
C29,C12,2016,23.73,4875.15,0,0,301.44,3650.04,0
C07,C28,2016,19.56,3403.61,0,0,545.01,1171.22,1
C22,C41,2016,0.0,2999.42,0,0,917.43,1252.7,0
C37,C04,2016,965.34,3952.06,0,0,11018.77,3139.14,1
C28,C38,2016,24.34,2649.5,0,0,1171.22,190.07,0
C12,C50,2016,150.16,3118.14,0,0,3650.04,804.35,0
C10,C08,2016,54.87,3091.54,0,1,2394.16,201.43,0
C16,C22,2016,0.0,22902.44,0,0,35.23,917.43,1
C25,C09,2016,25.61,3726.83,0,0,2938.24,122.95,0
C50,C47,2016,17.92,3594.6,0,0,804.35,436.95,0
C48,C20,2016,18.11,3195.42,0,0,7467.96,37.63,0
C42,C06,2016,0.04,10190.67,0,0,35.78,111.53,0
C04,C01,2016,0.0,956.77,0,0,3139.14,94.44,0
C43,C34,2016,3.22,9486.31,0,0,1431.36,160.17,0
C45,C23,2016,1.6,4060.91,0,0,20.55,1859.55,0
C48,C33,2016,637.05,1224.63,0,0,7467.96,1356.77,0
C13,C46,2016,0.0,7745.62,0,0,262.24,2714.53,0
C44,C26,2016,4.18,7486.66,0,0,183.29,481.15,0
C05,C30,2016,3.68,9736.86,0,0,562.34,325.07,0
C10,C34,2016,672.88,336.9,0,0,2394.16,160.17,0
C14,C11,2016,82.79,1145.72,0,0,308.3,1649.16,0
C36,C16,2016,0.0,824.73,1,0,919.01,35.23,0
C47,C24,2016,5.53,6287.18,0,0,436.95,493.34,0
C27,C43,2016,370.63,623.05,1,0,226.11,1431.36,0
C49,C02,2016,703.1,412.98,0,0,4580.31,165.88,1
C02,C40,2016,0.0,336.41,0,0,165.88,38.04,0
C26,C10,2016,0.0,3636.75,0,0,481.15,2394.16,0
C07,C04,2016,613.52,1059.22,0,1,545.01,3139.14,0
C31,C48,2016,0.0,2246.23,0,0,1254.05,7467.96,1
C41,C45,2016,1.38,5277.28,0,0,1252.7,20.55,0
C29,C39,2016,1132.78,315.33,0,1,301.44,1947.5,0
C17,C34,2016,164.03,567.62,0,0,736.88,160.17,0
C38,C15,2016,1.27,8518.35,0,1,190.07,135.62,1
C14,C28,2016,107.25,359.81,0,0,308.3,1171.22,0
C20,C17,2016,0.43,10367.17,0,1,37.63,736.88,0
C26,C18,2016,223.53,213.75,1,1,481.15,102.59,0
C02,C39,2016,0.9,18109.69,0,0,165.88,1947.5,0
C21,C37,2016,684.66,2079.43,0,0,1038.05,11018.77,0
C43,C41,2016,0.0,1582.35,0,0,1431.36,1252.7,1
C05,C26,2016,16.21,2522.12,0,0,562.34,481.15,0
C43,C02,2016,42.18,2621.53,0,0,1431.36,165.88,1
C43,C39,2016,6.63,22418.16,0,0,1431.36,1947.5,0
C18,C43,2016,3.71,8309.35,0,0,102.59,1431.36,1
C20,C15,2016,0.0,6718.47,0,1,37.63,135.62,1
C30,C45,2016,52.42,261.39,1,0,325.07,20.55,0
C29,C10,2016,61.56,1362.65,0,0,301.44,2394.16,0
C17,C29,2016,84.3,450.13,1,0,736.88,301.44,0
C31,C50,2016,27.58,1771.33,0,0,1254.05,804.35,0
C17,C23,2016,39.26,4260.04,0,1,736.88,1859.55,0
C17,C02,2016,0.3,20186.59,0,0,736.88,165.88,1
C15,C17,2016,0.0,121.28,0,0,135.62,736.88,0
C32,C11,2016,17.01,8440.25,0,0,1393.31,1649.16,1
C28,C04,2016,1505.22,833.83,0,0,1171.22,3139.14,0
C11,C34,2016,51.98,2230.93,0,0,1649.16,160.17,1
C48,C36,2016,2006.83,1318.05,0,0,7467.96,919.01,0
C19,C25,2016,0.0,441.19,0,0,3310.29,2938.24,0
C32,C33,2016,0.0,900.34,0,0,1393.31,1356.77,0
C20,C13,2016,0.0,18262.05,0,1,37.63,262.24,0
C41,C48,2016,164.68,4119.94,0,0,1252.7,7467.96,0
C19,C17,2016,74.14,3084.78,0,1,3310.29,736.88,0
C18,C28,2016,0.0,9533.14,0,0,102.59,1171.22,0
C02,C50,2016,0.41,34476.81,0,0,165.88,804.35,1
C27,C37,2016,0.0,3757.43,0,0,226.11,11018.77,0
C06,C41,2016,0.0,1118.19,0,0,111.53,1252.7,0
C28,C13,2016,6.91,5550.5,0,0,1171.22,262.24,1
C03,C06,2016,864.44,235.13,1,0,1065.68,111.53,0
C20,C48,2016,11.89,2726.81,0,0,37.63,7467.96,0
C09,C31,2016,10.68,2177.59,0,0,122.95,1254.05,0
C12,C25,2016,7192.38,406.83,0,0,3650.04,2938.24,0
C34,C17,2016,34.68,1154.9,0,0,160.17,736.88,0
C05,C06,2016,0.0,3275.34,0,1,562.34,111.53,0
C04,C22,2016,1587.02,334.01,0,0,3139.14,917.43,0
C01,C16,2016,0.37,4670.97,0,1,94.44,35.23,1
C45,C03,2016,0.0,422.06,0,0,20.55,1065.68,0
C30,C39,2016,41.91,1966.92,0,1,325.07,1947.5,0
C46,C12,2016,1226.11,646.53,0,0,2714.53,3650.04,0
C11,C26,2016,18.8,5552.29,0,1,1649.16,481.15,0
C09,C10,2016,2.48,14952.14,0,0,122.95,2394.16,0
C08,C13,2016,0.0,4165.68,0,0,201.43,262.24,0
C10,C27,2016,48.46,6951.83,0,1,2394.16,226.11,1
C46,C23,2016,0.0,2052.52,0,0,2714.53,1859.55,0
C21,C34,2016,55.02,1021.99,0,0,1038.05,160.17,0
C07,C03,2016,27.02,2463.99,0,0,545.01,1065.68,0
C28,C12,2016,0.0,471.45,1,0,1171.22,3650.04,0
C41,C03,2016,0.0,288.23,1,0,1252.7,1065.68,0
C10,C24,2016,94.42,1519.1,0,0,2394.16,493.34,0
C32,C34,2016,6.67,4805.26,0,0,1393.31,160.17,0
C07,C39,2016,105.98,2879.77,0,0,545.01,1947.5,1
C40,C04,2016,19.89,1279.96,0,1,38.04,3139.14,0
C34,C20,2016,5.71,1103.4,0,1,160.17,37.63,0
C05,C43,2016,99.83,2517.15,0,0,562.34,1431.36,1
C16,C40,2016,0.1,8043.01,0,1,35.23,38.04,0
C29,C24,2016,24.65,1031.94,0,0,301.44,493.34,0
C19,C12,2016,2805.97,1398.6,0,1,3310.29,3650.04,1
C11,C38,2016,363.59,509.04,1,0,1649.16,190.07,0
C38,C27,2016,0.0,779.44,1,1,190.07,226.11,0
C33,C24,2016,0.0,678.58,1,0,1356.77,493.34,0
C48,C50,2016,473.11,773.93,0,0,7467.96,804.35,0
C23,C19,2016,746.76,2170.03,0,0,1859.55,3310.29,0
C26,C32,2016,0.0,4421.14,0,0,481.15,1393.31,0
C27,C36,2016,0.0,1465.1,0,0,226.11,919.01,1
C28,C31,2016,790.52,408.48,0,0,1171.22,1254.05,0
C34,C40,2016,1.79,2244.26,0,0,160.17,38.04,0
C41,C33,2016,0.0,795.8,0,0,1252.7,1356.77,1
C45,C41,2016,11.5,787.44,0,1,20.55,1252.7,0
C03,C11,2016,0.0,4777.27,0,0,1065.68,1649.16,0
C33,C02,2016,11.24,4517.42,0,1,1356.77,165.88,0
C45,C49,2016,32.15,1135.7,0,0,20.55,4580.31,1
C10,C26,2016,239.07,1023.8,0,0,2394.16,481.15,1
C18,C36,2016,0.53,13715.81,0,0,102.59,919.01,0
C12,C01,2016,1.65,20998.82,0,0,3650.04,94.44,0
C40,C05,2016,0.0,320.47,0,0,38.04,562.34,1
C08,C41,2016,217.55,599.73,1,0,201.43,1252.7,0
C15,C43,2016,8.12,1711.42,0,0,135.62,1431.36,0
C44,C50,2016,7.22,4916.19,0,0,183.29,804.35,0
C11,C36,2016,414.32,970.42,1,0,1649.16,919.01,0
C29,C21,2016,36.91,779.52,1,0,301.44,1038.05,0
C34,C12,2016,9.69,7763.69,0,0,160.17,3650.04,0
C04,C20,2016,104.05,500.29,0,0,3139.14,37.63,0
C36,C20,2016,90.06,684.68,1,0,919.01,37.63,1
C29,C43,2016,0.0,230.45,1,0,301.44,1431.36,1
C03,C08,2016,5.28,5181.31,0,0,1065.68,201.43,0
C21,C03,2016,153.86,2507.97,0,1,1038.05,1065.68,1
C15,C28,2016,21.51,2050.36,0,0,135.62,1171.22,1
C29,C50,2016,0.0,1464.25,0,0,301.44,804.35,0
C13,C31,2016,28.45,2313.63,0,0,262.24,1254.05,0
C15,C47,2016,0.0,966.04,1,0,135.62,436.95,0
C47,C37,2016,173.64,1672.51,0,0,436.95,11018.77,0
C02,C47,2016,0.0,9771.69,0,0,165.88,436.95,1
C16,C25,2016,3.68,4791.56,0,0,35.23,2938.24,1
C45,C26,2016,0.0,9163.76,0,0,20.55,481.15,0
C15,C27,2016,0.0,2689.01,0,1,135.62,226.11,0
C10,C11,2016,217.62,2726.13,0,0,2394.16,1649.16,0
C07,C14,2016,0.37,26691.97,0,0,545.01,308.3,0
C24,C34,2016,0.0,52.77,0,0,493.34,160.17,0
C04,C33,2016,32.34,11197.94,0,0,3139.14,1356.77,0
C13,C21,2016,40.42,2512.16,0,0,262.24,1038.05,1
C49,C24,2016,1140.8,511.66,0,1,4580.31,493.34,0
C03,C02,2016,0.0,1790.83,0,0,1065.68,165.88,0
C33,C23,2016,0.0,218.65,0,0,1356.77,1859.55,0
C07,C26,2016,78.34,1376.95,0,1,545.01,481.15,1
C05,C02,2016,5.37,3753.14,0,0,562.34,165.88,0
C23,C03,2016,62.17,5391.34,0,0,1859.55,1065.68,0
C36,C41,2016,0.0,1153.67,0,0,919.01,1252.7,0
C49,C08,2016,450.17,220.93,0,0,4580.31,201.43,0
C43,C18,2016,26.94,2076.91,0,0,1431.36,102.59,0
C06,C18,2016,26.14,396.98,0,1,111.53,102.59,0
C48,C38,2016,639.61,1121.34,0,1,7467.96,190.07,0
C02,C46,2016,88.62,1009.61,0,0,165.88,2714.53,0
C32,C28,2016,108.51,1742.09,0,1,1393.31,1171.22,0
