countrycode,year,rgdpna,rkna,emp,labsh,pop,hc
NOR,1972,692.18,1060.37,10.62,0.5778,55.3,2.541
NOR,1973,699.29,1096.55,10.71,0.6003,55.52,2.557
NOR,1974,726.18,1148.56,10.77,0.6039,56.06,2.568
NOR,1975,743.95,1178.71,10.72,0.562,57.17,2.577
NOR,1976,781.82,1221.17,10.66,0.5903,57.8,2.592
NOR,1977,843.23,1216.38,10.79,0.5985,58.6,2.606
NOR,1978,858.05,1254.74,10.93,0.6072,59.25,2.616
NOR,1979,874.3,1265.73,10.95,0.5947,60.03,2.644
NOR,1980,898.51,1297.58,11.01,0.5826,60.32,2.664
NOR,1981,921.98,1312.04,10.97,0.5768,60.67,2.685
NOR,1982,918.78,1336.84,11.04,0.5546,60.6,2.697
NOR,1983,925.76,1373.4,11.08,0.5642,60.92,2.72
NOR,1984,979.8,1363.64,11.2,0.5655,61.35,2.733
NOR,1985,1005.73,1400.01,11.19,0.5544,61.57,2.75
NOR,1986,1042.49,1453.73,11.19,0.5748,62.15,2.77
NOR,1987,1066.43,1483.57,11.26,0.566,62.29,2.789
NOR,1988,1106.51,1512.82,11.35,0.5777,62.53,2.804
NOR,1989,1127.12,1540.38,11.4,0.585,62.89,2.817
NOR,1990,1192.29,1615.34,11.35,0.564,63.42,2.83
NOR,1991,1271.77,1646.2,11.45,0.5423,64.1,2.841
NOR,1992,1271.64,1662.07,11.18,0.5881,64.8,2.857
NOR,1993,1266.23,1684.69,11.19,0.5964,64.98,2.876
NOR,1994,1267.56,1745.71,11.42,0.6423,66.13,2.886
NOR,1995,1375.02,1777.72,11.41,0.6054,66.77,2.903
NOR,1996,1372.09,1813.69,11.61,0.5941,67.29,2.921
NOR,1997,1439.79,1808.59,11.74,0.5867,67.74,2.941
NOR,1998,1440.58,1822.3,11.57,0.6048,68.1,2.955
NOR,1999,1437.22,1851.78,11.46,0.5986,68.26,2.964
NOR,2000,1506.67,1894.37,11.52,0.6019,68.71,2.983
NOR,2001,1555.01,1957.91,11.56,0.5821,69.45,2.998
NOR,2002,1585.4,1990.5,11.54,0.6012,70.17,3.019
NOR,2003,1584.8,2081.46,11.56,0.5702,70.95,3.035
NOR,2004,1635.27,2081.33,11.69,0.5631,72.0,3.057
NOR,2005,1670.42,2161.05,11.49,0.5916,73.46,3.07
NOR,2006,1646.2,2223.6,11.38,0.5898,74.22,3.081
NOR,2007,1726.85,2307.13,11.55,0.552,74.82,3.1
NOR,2008,1761.45,2310.51,11.76,0.5531,76.21,3.126
NOR,2009,1810.03,2351.89,11.75,0.539,77.46,3.145
NOR,2010,1835.82,2390.92,11.93,0.5367,77.93,3.166
NOR,2011,1944.87,2474.31,11.91,0.5448,78.36,3.182
NOR,2012,1955.88,2563.85,11.98,0.5302,78.31,3.195
NOR,2013,2003.7,2707.08,12.07,0.5431,78.61,3.208
NOR,2014,2069.36,2798.6,12.28,0.5804,79.23,3.227
NOR,2015,2093.29,2970.27,12.38,0.6068,79.54,3.253
NOR,2016,2146.64,3017.45,12.42,0.6178,80.46,3.271
NOR,2017,2207.47,3165.98,12.44,0.5942,81.53,3.288
NOR,2018,2260.36,3239.58,12.46,0.5687,82.74,3.299
NOR,2019,2421.34,3370.64,12.23,0.5294,83.16,3.309
NZL,1970,775.36,1373.48,6.83,0.676,19.54,2.177
NZL,1971,803.01,1379.2,6.86,0.6739,19.7,2.188
NZL,1972,801.27,1396.0,6.9,0.6513,19.89,2.206
NZL,1973,807.56,1357.71,6.9,0.6316,19.96,2.218
NZL,1974,824.18,1346.49,6.95,0.6204,20.13,2.232
NZL,1975,846.63,1356.75,7.02,0.6369,20.42,2.237
NZL,1976,856.67,1345.78,7.19,0.6277,20.63,2.255
NZL,1977,862.93,1305.2,7.29,0.6617,20.75,2.269
NZL,1978,899.81,1322.56,7.39,0.6641,20.87,2.276
NZL,1979,901.52,1288.82,7.35,0.672,20.94,2.29
NZL,1980,906.98,1290.05,7.46,0.6693,21.11,2.302
NZL,1981,939.03,1328.76,7.5,0.63,21.22,2.313
NZL,1982,893.25,1310.15,7.56,0.6814,21.38,2.326
NZL,1983,887.94,1345.01,7.46,0.6841,21.39,2.34
NZL,1984,889.0,1325.46,7.51,0.6742,21.48,2.349
NZL,1985,889.93,1387.77,7.52,0.6618,21.64,2.365
NZL,1986,905.88,1401.41,7.58,0.6591,21.79,2.379
NZL,1987,869.97,1485.58,7.67,0.6599,21.86,2.387
NZL,1988,864.21,1447.76,7.7,0.6636,21.86,2.406
NZL,1989,851.29,1459.12,7.67,0.6446,22.09,2.425
NZL,1990,817.79,1435.91,7.63,0.6562,22.29,2.441
NZL,1991,812.29,1362.27,7.67,0.7068,22.56,2.454
NZL,1992,803.68,1377.44,7.69,0.6725,22.89,2.468
NZL,1993,827.2,1392.44,7.82,0.6899,23.02,2.474
NZL,1994,798.77,1435.83,7.86,0.6788,23.31,2.489
NZL,1995,777.25,1441.54,8.0,0.6827,23.51,2.508
NZL,1996,762.5,1473.69,8.02,0.7137,23.67,2.526
NZL,1997,755.29,1482.33,8.06,0.6943,24.06,2.552
NZL,1998,735.73,1488.06,8.04,0.6704,24.19,2.563
NZL,1999,774.41,1538.94,8.11,0.6495,24.33,2.582
NZL,2000,785.94,1541.34,8.2,0.6455,24.63,2.593
NZL,2001,765.32,1556.29,8.42,0.6677,24.69,2.604
NZL,2002,761.63,1592.87,8.44,0.6659,24.92,2.616
NZL,2003,785.04,1598.08,8.37,0.5976,25.01,2.631
NZL,2004,817.74,1571.3,8.46,0.5972,25.27,2.654
NZL,2005,818.23,1644.68,8.36,0.6089,25.43,2.669
NZL,2006,839.76,1771.05,8.44,0.5982,25.64,2.674
NZL,2007,872.0,1759.29,8.71,0.6195,25.96,2.691
NZL,2008,888.0,1742.34,8.6,0.6271,26.1,2.703
NZL,2009,866.12,1723.65,8.73,0.6363,26.4,2.721
NZL,2010,848.2,1703.53,8.8,0.6415,26.48,2.73
NZL,2011,819.81,1737.21,8.94,0.6125,26.61,2.734
NZL,2012,866.43,1749.06,8.93,0.5844,26.78,2.752
NZL,2013,919.51,1729.08,9.19,0.6363,26.98,2.768
NZL,2014,934.55,1803.68,9.31,0.6005,27.24,2.776
NZL,2015,953.65,1867.08,9.37,0.5774,27.38,2.787
NZL,2016,965.1,1842.97,9.33,0.627,27.59,2.805
NZL,2017,980.66,1858.48,9.42,0.6246,27.8,2.824
NZL,2018,983.62,1822.06,9.61,0.6615,27.76,2.841
NZL,2019,968.1,1831.23,9.62,0.6727,28.1,2.859
POL,1970,1708.72,4103.31,5.78,0.5176,12.42,2.465
POL,1971,1731.77,4236.42,5.84,0.4994,12.6,2.478
POL,1972,1794.89,4418.13,6.0,0.5157,12.76,2.488
POL,1973,1809.99,4470.48,6.07,0.5017,12.88,2.501
POL,1974,1899.8,4619.15,6.14,0.551,13.01,2.517
POL,1975,1925.63,4640.53,6.18,0.5492,12.95,2.531
POL,1976,1899.79,4660.72,6.27,0.5537,13.07,2.548
POL,1977,1951.7,4911.79,6.31,0.5874,13.08,2.564
POL,1978,1967.69,4897.74,6.36,0.6099,13.18,2.578
POL,1979,1970.4,5122.02,6.45,0.6077,13.3,2.592
POL,1980,2032.76,5388.64,6.53,0.6197,13.39,2.596
POL,1981,2205.65,5319.58,6.52,0.5981,13.5,2.616
POL,1982,2195.86,5485.42,6.51,0.5846,13.63,2.631
POL,1983,2217.31,5560.6,6.56,0.5645,13.8,2.642
POL,1984,2312.53,5696.79,6.65,0.5268,13.85,2.654
POL,1985,2321.59,5830.34,6.64,0.5302,14.01,2.67
POL,1986,2391.36,6003.34,6.68,0.5225,14.16,2.692
POL,1987,2436.69,5978.45,6.72,0.5463,14.21,2.718
POL,1988,2445.56,6174.62,6.64,0.5319,14.36,2.73
POL,1989,2433.38,6433.99,6.74,0.5223,14.48,2.753
POL,1990,2445.15,6287.65,6.8,0.5526,14.51,2.766
POL,1991,2551.16,6649.71,6.76,0.5525,14.59,2.789
POL,1992,2570.52,6728.24,6.82,0.5571,14.66,2.796
POL,1993,2804.89,6694.97,6.83,0.5954,14.78,2.804
POL,1994,3041.43,6980.08,6.9,0.5955,14.82,2.816
POL,1995,3233.33,7003.8,6.92,0.5643,14.9,2.834
POL,1996,3368.72,7375.56,6.84,0.6123,15.1,2.847
POL,1997,3644.87,7517.67,6.78,0.6168,15.2,2.858
POL,1998,3680.53,7809.43,6.81,0.6038,15.37,2.875
POL,1999,3734.24,8047.71,6.78,0.5772,15.59,2.896
POL,2000,3810.01,8287.79,6.78,0.5364,15.64,2.906
POL,2001,3877.96,8536.91,6.88,0.5251,15.73,2.913
POL,2002,4036.43,9024.83,7.01,0.5475,15.91,2.937
POL,2003,4184.57,9386.01,7.02,0.5368,15.93,2.952
POL,2004,4306.07,10042.63,7.06,0.5343,16.15,2.965
POL,2005,4264.1,10127.99,7.13,0.5601,16.28,2.981
POL,2006,4338.77,10889.98,7.16,0.5513,16.51,3.0
POL,2007,4574.62,11216.47,7.03,0.5777,16.64,3.017
POL,2008,4759.73,11068.73,7.02,0.5799,16.81,3.038
POL,2009,4872.39,11450.56,7.05,0.528,16.86,3.056
POL,2010,5032.45,11579.7,6.97,0.5315,17.05,3.073
POL,2011,5447.49,11321.49,6.96,0.5684,17.17,3.08
POL,2012,5909.06,11642.16,6.99,0.5564,17.29,3.1
POL,2013,5898.3,12027.65,7.0,0.6084,17.36,3.118
POL,2014,6169.0,12646.09,6.93,0.5429,17.66,3.129
POL,2015,6263.82,13133.44,6.98,0.5471,17.78,3.139
POL,2016,6180.33,13683.42,7.07,0.5344,18.07,3.157
POL,2017,6307.08,14403.81,7.17,0.5345,18.23,3.177
POL,2018,6605.18,14544.88,7.11,0.5717,18.35,3.198
POL,2019,6588.87,14530.82,7.24,0.5776,18.4,3.21
PRT,1970,523.02,1382.25,2.99,0.5808,23.35,2.42
PRT,1971,555.42,1449.36,3.02,0.5775,23.53,2.443
PRT,1972,599.1,1513.29,3.07,0.5538,23.74,2.453
PRT,1973,635.44,1601.59,3.12,0.5864,23.98,2.468
PRT,1974,664.64,1642.32,3.1,0.6129,24.27,2.496
PRT,1975,688.62,1654.02,3.1,0.6089,24.45,2.513
PRT,1976,715.4,1732.05,3.12,0.6077,24.37,2.528
PRT,1977,746.99,1770.16,3.15,0.5991,24.64,2.547
PRT,1978,770.09,1829.25,3.07,0.5734,24.7,2.563
PRT,1979,819.84,1879.24,3.11,0.5811,24.97,2.581
PRT,1980,849.28,1929.61,3.14,0.5931,25.36,2.597
PRT,1981,853.81,2048.41,3.11,0.5995,25.34,2.607
PRT,1982,904.72,2035.15,3.16,0.5989,25.65,2.612
PRT,1983,889.33,2106.84,3.17,0.5948,25.95,2.626
PRT,1984,858.0,2208.37,3.16,0.5719,26.11,2.633
PRT,1985,918.68,2313.45,3.2,0.5425,26.29,2.659
PRT,1986,956.51,2389.67,3.21,0.5795,26.23,2.669
PRT,1987,999.26,2502.06,3.24,0.6095,26.51,2.68
PRT,1988,1033.39,2564.58,3.19,0.6286,26.76,2.701
PRT,1989,1118.2,2543.09,3.26,0.6489,27.0,2.715
PRT,1990,1135.25,2552.06,3.3,0.6088,27.28,2.719
PRT,1991,1182.14,2658.33,3.29,0.6162,27.34,2.743
PRT,1992,1201.46,2686.91,3.31,0.601,27.65,2.768
PRT,1993,1267.6,2744.87,3.28,0.6214,28.05,2.782
PRT,1994,1317.91,2817.94,3.31,0.5886,28.13,2.801
PRT,1995,1391.97,2872.0,3.3,0.5746,28.52,2.816
PRT,1996,1431.17,2866.67,3.33,0.5863,28.77,2.832
PRT,1997,1560.94,3026.67,3.34,0.6226,29.02,2.851
PRT,1998,1556.23,3181.12,3.4,0.6047,29.49,2.864
PRT,1999,1563.57,3297.97,3.45,0.5974,29.65,2.868
PRT,2000,1677.37,3284.95,3.48,0.596,29.92,2.884
PRT,2001,1682.35,3359.63,3.53,0.5857,30.35,2.891
PRT,2002,1697.98,3599.92,3.52,0.6152,30.58,2.903
PRT,2003,1742.17,3771.15,3.6,0.6354,30.73,2.917
PRT,2004,1753.55,3904.78,3.57,0.6847,31.05,2.937
PRT,2005,1802.33,4113.1,3.56,0.6546,31.18,2.953
PRT,2006,1794.69,4208.55,3.57,0.6093,31.67,2.961
PRT,2007,1858.71,4442.43,3.61,0.5976,31.97,2.979
PRT,2008,1958.92,4550.29,3.59,0.6128,32.08,2.987
PRT,2009,2112.08,4641.02,3.62,0.5922,32.45,2.999
PRT,2010,2185.28,4693.5,3.6,0.6156,32.55,3.016
PRT,2011,2205.96,4924.98,3.59,0.6218,32.5,3.04
PRT,2012,2308.82,4871.87,3.61,0.6197,32.71,3.05
PRT,2013,2359.75,4867.69,3.64,0.6195,32.75,3.062
PRT,2014,2237.67,5099.14,3.67,0.5687,33.23,3.073
PRT,2015,2315.91,5316.31,3.64,0.5636,33.57,3.079
PRT,2016,2341.2,5535.93,3.59,0.5771,33.95,3.093
PRT,2017,2311.64,5515.27,3.59,0.5742,34.03,3.112
PRT,2018,2367.18,5643.98,3.6,0.6047,34.48,3.129
PRT,2019,2450.88,5841.49,3.67,0.6307,34.84,3.142
SWE,1970,942.04,2127.47,20.15,0.5211,63.42,2.923
SWE,1971,1002.27,2133.1,20.58,0.522,64.22,2.929
SWE,1972,1015.23,2168.76,20.92,0.5121,65.25,2.948
SWE,1973,1054.46,2260.33,21.13,0.5158,65.14,2.957
SWE,1974,1062.01,2350.17,21.3,0.5283,66.04,2.965
SWE,1975,993.49,2392.33,21.37,0.4962,66.25,2.977
SWE,1976,1001.0,2467.57,21.51,0.487,67.32,2.996
SWE,1977,1016.42,2547.05,21.53,0.5072,68.22,3.008
SWE,1978,1030.21,2567.2,21.74,0.5148,68.37,3.025
SWE,1979,1045.75,2694.32,22.02,0.5251,68.91,3.041
SWE,1980,1074.2,2608.01,22.06,0.5535,68.95,3.056
SWE,1981,1082.71,2705.91,22.27,0.5464,69.11,3.069
SWE,1982,1038.72,2696.16,22.34,0.5133,69.63,3.09
SWE,1983,1050.14,2736.76,22.54,0.5288,69.91,3.103
SWE,1984,1035.21,2816.18,22.99,0.549,70.73,3.115
SWE,1985,998.01,2966.45,23.59,0.538,71.85,3.125
SWE,1986,978.66,2881.82,23.68,0.5341,73.01,3.141
SWE,1987,1037.41,2892.46,24.29,0.5317,74.33,3.153
SWE,1988,1076.23,2907.33,24.13,0.5569,75.41,3.169
SWE,1989,1048.97,2857.3,24.28,0.5434,75.83,3.189
SWE,1990,1089.62,3001.17,24.16,0.5559,76.31,3.206
SWE,1991,1161.12,3076.25,24.73,0.5708,77.13,3.22
SWE,1992,1178.95,3192.89,25.26,0.5583,78.03,3.242
SWE,1993,1115.85,3122.56,25.56,0.5633,78.66,3.257
SWE,1994,1153.42,3101.47,25.84,0.5791,79.69,3.282
SWE,1995,1179.98,3167.2,25.57,0.5619,80.12,3.302
SWE,1996,1174.78,3277.7,25.7,0.5587,80.69,3.315
SWE,1997,1176.47,3182.49,25.77,0.5412,81.14,3.332
SWE,1998,1219.81,3246.48,26.15,0.5333,82.03,3.345
SWE,1999,1250.97,3340.73,26.66,0.5229,83.18,3.36
SWE,2000,1297.74,3481.31,27.04,0.5013,83.82,3.37
SWE,2001,1329.36,3561.28,26.88,0.5239,84.52,3.379
SWE,2002,1398.45,3576.86,27.36,0.5066,84.97,3.392
SWE,2003,1416.02,3591.49,27.44,0.5116,85.79,3.406
SWE,2004,1362.01,3678.64,27.55,0.4997,87.18,3.412
SWE,2005,1411.02,3763.56,27.41,0.5409,87.21,3.434
SWE,2006,1324.13,3772.25,28.01,0.5292,87.7,3.448
SWE,2007,1297.99,3662.68,28.45,0.5358,87.6,3.467
SWE,2008,1259.12,3627.77,28.94,0.5231,88.54,3.488
SWE,2009,1329.48,3704.19,28.82,0.5323,89.06,3.502
SWE,2010,1391.94,3612.68,28.54,0.5232,89.86,3.514
SWE,2011,1336.96,3665.4,28.67,0.528,90.88,3.529
SWE,2012,1410.61,3594.7,28.96,0.5132,90.85,3.538
SWE,2013,1469.81,3639.27,29.1,0.5136,91.07,3.549
SWE,2014,1512.25,3598.44,29.64,0.5038,91.04,3.572
SWE,2015,1515.96,3528.82,29.86,0.4963,91.55,3.582
SWE,2016,1683.14,3555.65,29.43,0.5201,92.98,3.593
SWE,2017,1660.92,3668.19,29.51,0.5602,92.83,3.606
SWE,2018,1771.02,3843.11,29.36,0.5395,94.06,3.611
SWE,2019,1776.43,3936.96,29.37,0.5609,94.67,3.627
