id,approved,income,age,debt_ratio,credit_score,employment_length
1950,1,74205.99,41,0.612,622,5.6
1951,1,28251.46,66,0.406,693,2.5
1952,1,45577.44,75,0.222,679,12.6
1953,0,26577.78,53,0.68,724,5.4
1954,1,107745.03,71,0.466,711,4.9
1955,1,43939.72,45,0.367,816,9.0
1956,1,26279.77,42,0.134,699,1.6
1957,1,12720.53,49,0.046,649,6.7
1958,1,57654.48,42,0.229,630,10.4
1959,1,33579.87,49,0.523,573,0.7
1960,1,22239.85,73,0.401,760,10.8
1961,1,19070.84,70,0.105,670,7.3
1962,1,22500.57,46,0.455,684,6.5
1963,1,60586.06,67,0.21,686,2.1
1964,1,60219.16,58,0.329,608,3.9
1965,1,20450.38,55,0.115,553,10.9
1966,1,31015.99,34,0.59,669,4.6
1967,1,23728.05,44,0.242,620,7.2
1968,1,43873.57,32,0.165,729,3.6
1969,1,53796.55,51,0.284,678,2.7
1970,1,56024.53,44,0.11,705,2.5
1971,1,37769.54,38,0.494,759,6.7
1972,1,37157.72,36,0.198,663,2.3
1973,1,20061.33,44,0.482,645,5.0
1974,1,65509.03,44,0.372,766,3.5
1975,1,20005.29,53,0.03,610,3.7
1976,1,34566.24,93,0.579,651,4.5
1977,1,87335.59,61,0.373,726,8.3
1978,1,18489.04,45,0.259,696,9.0
1979,1,40238.41,61,0.187,505,4.8
1980,1,44822.41,54,0.129,612,2.7
1981,1,47367.42,52,0.154,672,1.3
1982,1,24758.87,81,0.444,663,14.2
1983,1,44934.21,54,0.083,654,5.2
1984,1,74666.68,42,0.388,625,2.8
1985,1,50189.25,63,0.268,664,4.8
1986,1,37750.43,37,0.068,634,2.1
1987,1,65419.3,54,0.289,617,2.9
1988,1,74150.81,40,0.304,661,3.1
1989,1,104998.53,44,0.241,731,6.8
1990,1,68085.75,66,0.36,727,3.7
1991,1,35608.12,59,0.153,638,6.3
1992,1,21119.18,55,0.392,707,8.5
1993,1,44416.7,55,0.237,808,7.4
1994,1,44055.48,59,0.388,646,6.7
1995,1,40555.15,35,0.118,585,8.6
1996,1,135733.33,47,0.242,597,8.7
1997,1,60203.7,37,0.574,663,3.9
1998,1,31268.82,70,0.099,638,17.4
1999,1,48519.71,35,0.335,746,5.5
2000,1,41981.48,69,0.161,605,9.2
2001,1,45668.86,40,0.191,623,3.0
2002,1,108049.23,81,0.404,674,7.3
2003,1,36627.95,71,0.162,715,8.8
2004,1,13091.21,55,0.219,740,4.0
2005,1,113227.13,63,0.236,614,5.0
2006,1,10193.51,59,0.293,633,7.3
2007,1,43374.2,64,0.459,699,7.8
2008,1,9903.22,49,0.257,662,3.1
2009,1,19805.22,66,0.503,656,4.0
2010,0,30254.48,57,0.528,528,3.1
2011,1,60046.89,52,0.204,820,1.1
2012,1,27145.07,36,0.288,635,3.4
2013,1,28839.58,50,0.243,646,6.4
2014,1,24689.79,82,0.124,661,2.4
2015,1,51850.49,44,0.183,666,2.0
2016,0,11767.51,66,0.607,570,4.7
2017,1,57744.52,47,0.396,803,2.8
2018,1,16304.51,56,0.215,813,3.6
2019,1,63827.61,43,0.195,746,2.7
2020,1,15116.06,42,0.376,675,15.2
2021,1,28111.08,37,0.135,661,14.3
2022,1,18470.94,50,0.311,728,6.8
2023,1,13347.63,39,0.202,577,2.5
2024,0,22294.53,38,0.2,670,5.1
2025,1,37799.27,60,0.413,503,2.3
2026,1,25130.55,45,0.419,654,9.8
2027,1,19668.42,38,0.534,626,4.5
2028,1,36130.27,74,0.046,541,1.9
2029,1,74949.86,70,0.523,535,2.7
2030,1,72152.97,63,0.318,669,4.7
2031,1,76251.53,55,0.252,563,2.8
2032,1,21875.48,45,0.225,621,4.6
2033,1,25384.62,66,0.165,673,7.9
2034,1,34483.39,62,0.046,710,3.9
2035,1,26145.12,72,0.244,813,10.0
2036,1,41745.16,71,0.394,675,3.9
2037,1,58273.49,42,0.28,616,7.3
2038,1,46106.8,79,0.433,781,5.8
2039,0,31379.66,66,0.475,541,7.0
2040,1,29478.33,42,0.173,722,8.5
2041,1,59503.78,75,0.298,688,3.7
2042,1,53854.85,45,0.578,674,1.4
2043,1,54144.52,70,0.517,670,7.7
2044,1,31129.37,55,0.637,704,2.6
2045,1,74312.83,59,0.448,760,7.2
2046,1,62157.19,47,0.361,704,8.7
2047,1,44206.03,49,0.204,546,3.2
2048,1,15938.71,78,0.256,726,1.9
2049,1,18264.79,29,0.278,499,1.1
2050,1,55558.54,67,0.251,636,1.2
2051,1,83843.78,55,0.207,674,3.1
2052,1,51970.22,75,0.458,781,5.0
2053,1,109371.73,57,0.284,747,2.6
2054,1,52597.85,73,0.081,611,4.1
2055,1,29925.1,47,0.039,726,5.4
2056,1,71004.8,49,0.148,689,4.3
2057,1,56510.3,61,0.189,572,4.7
2058,1,32777.77,67,0.321,639,5.5
2059,1,33295.36,78,0.471,619,2.4
2060,1,26848.1,56,0.255,701,11.6
2061,1,16555.04,52,0.242,652,14.8
2062,1,119280.42,47,0.448,677,6.9
2063,1,18267.66,47,0.761,694,2.0
2064,1,58016.32,46,0.176,675,3.9
2065,1,98809.31,79,0.123,695,7.1
2066,0,39237.02,49,0.79,606,4.3
2067,1,6496.91,68,0.152,770,8.4
2068,1,66286.66,49,0.151,687,8.2
2069,0,15538.7,62,0.512,599,1.8
2070,1,20302.62,46,0.156,707,4.9
2071,1,30821.61,89,0.162,836,10.3
2072,1,46693.23,79,0.33,600,11.6
2073,1,46240.43,47,0.193,569,5.7
2074,1,22534.87,79,0.468,653,5.2
2075,1,25111.82,52,0.128,619,4.6
2076,1,47509.07,64,0.298,732,3.7
2077,1,73561.83,74,0.189,626,5.5
2078,1,23544.15,45,0.284,616,9.4
2079,1,27222.01,40,0.693,672,13.7
2080,1,55261.36,53,0.148,652,7.4
2081,1,43719.57,38,0.26,711,14.5
2082,1,15104.49,85,0.526,536,3.7
2083,1,54496.19,63,0.173,656,5.1
2084,1,32431.78,81,0.081,709,3.2
2085,1,32529.14,58,0.345,688,3.0
2086,1,25566.03,55,0.511,655,8.2
2087,0,37741.87,57,0.223,530,1.5
2088,1,21101.92,71,0.313,702,19.1
2089,1,64312.75,55,0.425,647,13.1
2090,1,86925.59,51,0.365,573,7.2
2091,1,26619.62,88,0.166,582,7.5
2092,1,28330.95,70,0.14,785,4.2
2093,1,63197.29,58,0.343,663,6.8
2094,1,29740.79,33,0.433,700,5.1
2095,1,55296.91,37,0.252,597,5.5
2096,1,100197.72,68,0.093,829,10.6
2097,1,23405.61,47,0.599,741,1.8
2098,1,16653.09,64,0.298,573,7.8
2099,1,35594.24,54,0.472,822,3.5
2100,1,53304.79,54,0.58,730,3.6
2101,1,26957.48,82,0.15,775,4.1
2102,1,8510.7,104,0.225,595,6.4
2103,1,57613.98,51,0.321,712,4.0
2104,1,16031.4,39,0.399,617,10.0
2105,1,41826.65,38,0.644,757,8.3
2106,1,11601.09,49,0.464,582,4.4
2107,1,26571.12,70,0.173,524,13.2
2108,1,46818.75,70,0.257,581,10.4
2109,1,15856.06,73,0.091,723,3.7
2110,1,147888.98,49,0.13,708,3.8
2111,1,23991.73,48,0.239,769,4.2
2112,1,27868.55,58,0.037,714,4.3
2113,1,31510.47,36,0.196,641,5.3
2114,1,38647.49,63,0.43,565,3.8
2115,1,20808.55,85,0.303,745,7.6
2116,1,56565.99,58,0.276,691,5.7
2117,1,18562.13,75,0.184,736,10.2
2118,1,103973.89,48,0.457,528,1.7
2119,1,21991.68,55,0.211,825,1.7
2120,1,74117.2,39,0.433,688,7.5
2121,1,104440.72,63,0.655,600,11.1
2122,1,25904.52,41,0.216,608,1.7
2123,1,27909.83,63,0.067,720,5.1
2124,1,37147.66,45,0.118,741,4.0
2125,1,15346.8,39,0.15,573,12.0
2126,1,15437.76,85,0.123,620,3.8
2127,1,12334.54,62,0.226,789,5.5
2128,0,19371.58,43,0.08,487,3.9
2129,1,16015.22,62,0.222,693,5.1
2130,1,32905.8,40,0.454,783,1.8
2131,1,27571.55,66,0.317,590,3.6
2132,1,81780.49,65,0.633,648,6.3
2133,1,27568.17,60,0.44,801,3.2
2134,1,25614.74,38,0.517,681,4.5
2135,1,34219.83,62,0.405,665,6.2
2136,1,27361.36,68,0.263,522,3.2
2137,1,31462.18,56,0.456,580,3.8
2138,1,12305.77,76,0.367,850,5.8
2139,1,119355.72,74,0.159,540,3.6
2140,1,40411.68,61,0.487,652,13.2
2141,1,31267.03,78,0.648,742,10.9
2142,1,32942.48,38,0.331,684,7.1
2143,1,24535.44,65,0.447,630,9.4
2144,1,69615.45,56,0.413,684,10.5
2145,0,16752.69,48,0.551,776,5.3
2146,1,42013.78,56,0.222,651,1.6
2147,1,38502.9,35,0.189,782,9.0
2148,1,39048.44,77,0.229,718,13.9
2149,1,32234.54,52,0.073,595,1.5
2150,1,47483.08,73,0.161,660,5.4
2151,1,16549.94,74,0.554,727,3.2
2152,1,23080.79,35,0.336,677,11.0
2153,1,36414.42,54,0.218,724,1.4
2154,1,34280.07,32,0.068,690,2.0
2155,1,47877.81,87,0.625,736,5.3
2156,1,19938.23,51,0.418,650,9.7
2157,0,67336.14,76,0.43,654,5.4
2158,0,13785.78,87,0.368,578,4.5
2159,1,55257.15,50,0.443,638,9.8
2160,1,48055.64,62,0.527,598,4.7
2161,1,17353.6,46,0.105,650,11.2
2162,1,78336.05,50,0.489,583,2.8
2163,1,18097.67,62,0.054,595,7.2
2164,1,89868.79,41,0.353,596,2.6
2165,1,8468.54,67,0.184,678,6.0
2166,1,28555.51,60,0.098,737,2.2
2167,1,88095.14,91,0.173,650,3.2
2168,1,98995.53,70,0.12,732,2.7
2169,1,44397.18,55,0.393,664,9.8
2170,1,64443.01,92,0.41,687,8.7
2171,1,19232.28,46,0.497,602,4.8
2172,1,36011.49,69,0.247,692,2.2
2173,1,24583.97,45,0.136,661,10.5
2174,1,79753.66,69,0.33,565,6.4
2175,1,40215.04,52,0.685,681,10.7
2176,1,62980.46,52,0.173,753,7.3
2177,1,32522.73,66,0.096,758,4.2
2178,1,18551.56,32,0.274,668,4.8
2179,1,40124.48,61,0.414,715,2.5
2180,1,45045.99,58,0.146,651,6.8
2181,1,25482.25,57,0.374,815,10.0
2182,1,61761.57,59,0.402,672,8.3
2183,1,3452.77,51,0.147,659,11.0
2184,1,25130.11,74,0.259,791,4.8
2185,1,73358.17,53,0.099,641,3.0
2186,1,23397.0,60,0.327,661,4.5
2187,1,14314.74,44,0.327,699,27.4
2188,1,17706.47,66,0.445,651,4.4
2189,1,74428.77,58,0.396,610,4.0
2190,1,48598.07,69,0.68,701,5.3
2191,1,21822.55,62,0.21,697,7.7
2192,1,80555.58,83,0.218,515,2.3
2193,1,26654.03,46,0.411,799,5.1
2194,1,31429.66,37,0.088,644,5.8
2195,1,58231.0,49,0.564,759,2.7
2196,0,8691.81,38,0.706,691,3.0
2197,1,48833.28,61,0.278,652,6.2
2198,1,46836.29,59,0.12,532,2.3
2199,1,15224.39,55,0.037,739,9.0
2200,1,21584.16,76,0.02,602,6.4
2201,1,22378.83,60,0.437,663,10.9
2202,1,39982.77,43,0.275,691,8.0
2203,1,104282.15,82,0.188,805,9.2
2204,1,25236.18,58,0.161,617,1.7
2205,1,31941.09,51,0.424,650,5.0
2206,1,42830.97,55,0.368,607,4.4
2207,0,34943.46,43,0.549,670,2.8
2208,1,59843.55,73,0.216,662,11.4
2209,1,14964.5,33,0.356,605,1.5
2210,1,55050.14,74,0.303,712,9.6
2211,1,8353.4,75,0.24,704,6.1
2212,1,45005.74,60,0.173,677,9.0
2213,1,53765.31,46,0.384,688,3.7
2214,1,42090.37,61,0.389,800,4.3
2215,1,50645.73,55,0.243,680,6.8
2216,1,87628.85,71,0.278,586,2.9
2217,1,16717.28,39,0.283,592,7.1
2218,1,113690.23,46,0.398,775,4.6
2219,1,33527.89,70,0.348,656,1.9
2220,1,11268.34,58,0.183,624,13.6
2221,1,20922.34,56,0.329,701,0.4
2222,1,41594.16,54,0.304,619,14.1
2223,1,25575.89,49,0.436,557,6.7
2224,1,47410.05,63,0.074,804,13.0
2225,1,26174.37,42,0.152,656,8.1
2226,1,58419.77,70,0.368,780,1.4
2227,1,32684.65,68,0.28,679,8.9
2228,1,11118.26,62,0.686,779,3.1
2229,1,93165.3,65,0.203,767,6.3
2230,1,55788.09,72,0.116,626,4.8
2231,1,20047.17,42,0.31,624,8.8
2232,1,80581.58,54,0.346,693,1.3
2233,1,22031.76,48,0.165,739,3.1
2234,1,11816.09,39,0.742,684,8.9
2235,0,35560.46,65,0.548,658,3.4
2236,1,23975.41,55,0.235,776,3.1
2237,1,115324.09,77,0.356,763,5.0
2238,1,54448.29,42,0.187,630,9.1
2239,1,39075.01,48,0.189,771,5.8
2240,1,50797.36,46,0.254,732,5.8
2241,1,139362.21,41,0.144,784,7.1
2242,1,55068.31,55,0.231,716,8.6
2243,1,34757.65,73,0.319,738,4.9
2244,1,39927.72,42,0.216,728,2.5
2245,1,38024.39,63,0.565,655,8.3
2246,1,23606.35,45,0.309,730,3.6
2247,1,33931.07,47,0.056,674,7.7
2248,1,48598.36,42,0.238,691,3.1
2249,1,42601.3,64,0.234,655,5.3
2250,1,24285.06,53,0.268,745,2.0
2251,1,103910.17,51,0.38,801,3.8
2252,1,27670.85,54,0.192,625,16.5
2253,1,98919.23,65,0.079,788,15.8
2254,1,16313.81,49,0.219,695,5.6
2255,1,12684.31,58,0.25,711,7.4
2256,1,19296.2,42,0.337,554,7.1
2257,1,19358.78,48,0.377,679,9.0
2258,1,91204.01,73,0.418,850,5.1
2259,1,220809.85,61,0.424,502,5.0
2260,1,45241.28,57,0.17,850,8.0
2261,1,29458.91,69,0.135,735,2.8
2262,1,64882.22,49,0.566,630,2.5
2263,1,14101.33,80,0.226,688,7.6
2264,0,35030.29,61,0.41,697,3.4
2265,1,51177.46,63,0.191,791,9.5
2266,1,42473.11,57,0.421,812,5.4
2267,1,48822.87,68,0.307,567,9.3
2268,1,36202.56,68,0.285,651,3.4
2269,1,58116.13,50,0.163,688,4.7
2270,1,52091.46,36,0.062,735,5.8
2271,0,36757.81,48,0.733,497,9.4
2272,1,41401.19,58,0.29,635,5.5
2273,1,46549.71,42,0.171,615,3.1
2274,1,22026.35,48,0.369,756,4.7
2275,1,59838.05,60,0.22,645,3.7
2276,1,44426.07,47,0.353,634,2.6
2277,1,32743.4,48,0.244,593,2.0
2278,1,131465.45,49,0.16,638,2.5
2279,1,11945.8,59,0.599,592,3.2
2280,1,87684.52,61,0.056,752,6.4
2281,1,11802.04,63,0.411,715,13.0
2282,1,44555.17,37,0.105,684,3.0
2283,0,19348.59,104,0.29,598,0.8
2284,1,28867.5,69,0.438,651,4.3
2285,1,64926.98,48,0.504,696,2.6
2286,1,30551.05,63,0.192,694,5.7
2287,1,9135.4,54,0.206,634,6.1
2288,1,40520.57,54,0.27,633,4.5
2289,1,25758.42,73,0.309,700,1.4
2290,1,31930.26,39,0.013,850,3.3
2291,1,78693.63,71,0.387,831,6.6
2292,1,31737.19,50,0.12,709,4.5
2293,1,19868.93,55,0.207,609,3.1
2294,1,21964.82,47,0.407,778,4.0
2295,1,16319.79,31,0.147,694,9.4
2296,1,7461.72,58,0.196,722,3.7
2297,1,20796.39,78,0.281,751,1.4
2298,1,47424.54,38,0.088,728,4.1
2299,1,29787.61,47,0.178,671,4.0
2300,1,230516.2,73,0.107,666,4.3
2301,1,34144.09,28,0.281,808,3.1
2302,1,19611.71,56,0.276,633,15.5
2303,1,58493.93,55,0.528,715,10.9
2304,1,51842.45,62,0.317,635,6.8
2305,1,32311.95,45,0.341,511,5.7
2306,1,44411.29,63,0.579,686,4.7
2307,1,8106.22,42,0.231,779,8.4
2308,1,121814.78,54,0.527,657,10.1
2309,1,21279.28,65,0.115,772,2.5
2310,1,70923.33,46,0.367,664,1.7
2311,1,31655.24,80,0.525,764,1.4
2312,1,47337.64,71,0.249,675,6.3
2313,1,29548.75,105,0.28,652,4.9
2314,1,118589.31,52,0.13,593,4.7
2315,1,65783.36,94,0.334,553,3.5
2316,1,37106.8,49,0.026,589,4.7
2317,1,18887.81,66,0.395,621,2.5
2318,1,17827.39,51,0.138,624,3.7
2319,1,71470.98,69,0.088,664,9.1
2320,1,54752.32,50,0.139,689,15.2
2321,1,53804.43,80,0.45,667,4.7
2322,1,18585.29,66,0.29,690,6.8
2323,1,29511.94,34,0.114,638,3.6
2324,1,27423.47,57,0.421,676,6.3
2325,1,62893.61,68,0.032,601,6.6
2326,1,45849.65,53,0.312,624,7.4
2327,1,20079.98,41,0.482,708,4.5
2328,1,23223.39,39,0.246,675,10.4
2329,1,65079.0,71,0.072,674,8.6
2330,1,41450.73,61,0.101,850,5.3
2331,1,64647.76,41,0.274,632,10.0
2332,1,99177.41,36,0.182,657,7.0
2333,1,29346.61,30,0.071,715,3.8
2334,1,56446.42,67,0.2,590,12.3
2335,1,23533.31,43,0.285,596,5.4
2336,1,36964.47,42,0.229,648,10.1
2337,1,35502.79,44,0.279,528,1.3
2338,1,36688.66,55,0.537,544,9.2
2339,1,86044.65,59,0.39,744,8.0
2340,1,58052.32,83,0.043,850,6.9
2341,1,17785.09,54,0.242,744,8.5
2342,1,18576.86,87,0.147,587,4.8
2343,1,7742.39,53,0.573,831,5.3
2344,1,17541.0,71,0.814,700,6.2
2345,1,31720.57,81,0.251,545,9.7
2346,1,28298.5,72,0.079,602,3.7
2347,1,99432.55,52,0.116,686,10.5
2348,1,40932.39,54,0.391,629,4.6
2349,1,29039.53,53,0.333,583,6.2
2350,1,22836.28,65,0.337,663,8.8
2351,1,23268.53,63,0.217,572,10.1
2352,1,25016.34,56,0.094,598,3.8
2353,0,10391.8,48,0.356,611,3.8
2354,1,22556.82,90,0.26,642,10.7
2355,1,23415.46,41,0.341,631,8.1
2356,1,4702.01,68,0.109,666,1.7
2357,1,43844.96,64,0.257,530,3.6
2358,1,50471.84,58,0.106,595,0.8
2359,1,50124.21,106,0.228,521,3.1
2360,1,12852.32,41,0.389,652,3.4
2361,1,20821.22,44,0.144,717,0.9
2362,1,6809.42,88,0.308,782,6.6
2363,1,56973.01,64,0.245,771,4.6
2364,1,61936.25,53,0.498,761,3.2
2365,1,44597.36,80,0.104,535,1.9
2366,1,65480.83,29,0.202,820,5.3
2367,1,10258.11,62,0.312,748,3.7
2368,1,23789.7,54,0.038,673,6.0
2369,1,93334.1,58,0.324,672,6.7
2370,1,26118.29,51,0.41,743,2.3
2371,1,32426.03,55,0.061,758,1.2
2372,1,16794.73,62,0.311,738,1.0
2373,1,49357.44,45,0.312,541,4.8
2374,1,117512.34,45,0.497,597,9.4
2375,1,37073.64,54,0.524,728,6.8
2376,1,32064.68,43,0.101,622,3.5
2377,1,60820.89,68,0.392,672,8.6
2378,0,20189.75,48,0.653,667,7.1
2379,1,85433.13,84,0.359,714,9.7
2380,1,30930.49,73,0.34,591,5.5
2381,1,14426.43,56,0.389,636,4.8
2382,1,74554.09,61,0.116,535,0.7
2383,1,85422.63,52,0.253,670,2.8
2384,1,76865.7,43,0.222,579,1.7
2385,1,33859.77,57,0.236,532,8.0
2386,1,42585.09,47,0.18,604,5.5
2387,1,59190.4,51,0.496,725,9.6
2388,1,49510.41,44,0.223,633,5.0
2389,1,61613.19,70,0.015,689,5.4
2390,1,62254.94,74,0.098,607,5.4
2391,1,18942.37,79,0.35,768,6.4
2392,1,36113.23,83,0.417,668,3.1
2393,1,65675.72,50,0.235,719,8.6
2394,1,24384.25,58,0.494,558,4.4
2395,1,30174.47,55,0.199,754,1.3
2396,1,52164.37,50,0.244,759,11.5
2397,1,114942.14,70,0.442,662,5.0
2398,1,41447.44,78,0.092,626,21.4
2399,1,19994.87,64,0.164,740,25.0
2400,1,13322.57,90,0.222,735,14.8
2401,1,22530.18,55,0.23,639,6.2
2402,1,52345.31,65,0.24,730,7.4
2403,1,21624.78,60,0.285,686,2.4
2404,1,15771.61,58,0.378,768,6.1
2405,1,104205.64,69,0.364,697,13.4
2406,1,55918.59,58,0.111,523,7.6
2407,1,47023.71,84,0.191,600,1.9
2408,1,11418.72,69,0.154,747,6.1
2409,1,60211.93,53,0.445,689,5.5
2410,1,23852.94,55,0.499,670,8.9
2411,1,24297.37,68,0.24,611,8.8
2412,1,68510.9,62,0.258,730,2.7
2413,1,67018.79,24,0.643,667,3.0
2414,1,12636.61,66,0.269,717,3.8
2415,1,11953.07,65,0.361,614,11.9
2416,1,40180.83,58,0.108,751,3.0
2417,1,29454.78,42,0.114,850,14.4
2418,1,22152.24,34,0.106,746,5.4
2419,1,46837.38,48,0.109,733,5.2
2420,1,25359.36,93,0.59,640,6.0
2421,1,40968.94,55,0.266,811,3.5
2422,1,21551.12,45,0.223,575,4.4
2423,1,92989.66,53,0.153,740,4.7
2424,1,14462.44,86,0.084,734,3.8
2425,1,88945.52,52,0.21,657,10.5
2426,1,27790.34,49,0.465,723,4.1
2427,1,33193.13,66,0.131,850,9.9
2428,1,30136.19,56,0.42,549,5.7
2429,1,104746.88,44,0.548,677,8.6
2430,1,50770.97,71,0.158,693,1.4
2431,1,7370.89,48,0.075,654,6.3
2432,1,72097.22,48,0.075,518,11.6
2433,1,61449.96,49,0.191,638,4.7
2434,1,35250.16,81,0.174,664,2.6
2435,1,43091.75,49,0.117,692,5.7
2436,0,19369.29,44,0.475,465,8.4
2437,1,38587.67,86,0.054,705,8.0
2438,1,16273.17,69,0.271,723,2.6
2439,1,41795.67,54,0.126,633,7.4
2440,1,24195.06,42,0.302,616,11.0
2441,1,42586.98,68,0.473,688,9.2
2442,1,34988.34,66,0.128,469,21.7
2443,1,89891.22,49,0.089,788,4.1
2444,1,34406.93,56,0.271,525,5.2
2445,1,10435.82,71,0.119,631,9.8
2446,1,18367.19,60,0.056,603,6.6
2447,1,56677.63,40,0.496,618,2.7
2448,1,24452.05,49,0.384,766,6.3
2449,1,5277.69,53,0.078,639,0.8
2450,1,9560.39,58,0.162,635,2.1
2451,1,115031.9,79,0.373,807,6.2
2452,1,64181.49,77,0.344,611,7.8
2453,1,32190.3,45,0.09,673,14.5
2454,1,89472.09,73,0.219,808,2.4
2455,1,111978.54,55,0.289,696,10.2
2456,1,28469.82,42,0.275,498,5.9
2457,1,22828.56,56,0.326,639,7.0
2458,1,40872.58,46,0.173,595,4.4
2459,1,184791.07,53,0.607,679,6.5
2460,1,23856.22,53,0.124,660,7.6
2461,1,38917.65,38,0.133,784,3.9
2462,1,31281.28,82,0.326,650,6.3
2463,1,38012.03,72,0.409,850,8.7
2464,1,29551.76,61,0.146,621,4.4
2465,1,48662.52,34,0.48,723,12.7
2466,1,33744.08,59,0.219,790,3.9
2467,1,39343.04,68,0.237,765,3.2
2468,1,45213.05,55,0.067,512,2.9
2469,1,27841.57,61,0.227,656,5.8
2470,1,21879.21,66,0.391,776,4.1
2471,1,30770.78,74,0.154,648,14.1
2472,1,24678.15,67,0.052,726,15.0
2473,1,23380.88,60,0.18,725,3.9
2474,1,41038.27,42,0.626,747,3.4
2475,1,30242.24,63,0.476,720,5.4
2476,1,31651.75,51,0.188,602,2.8
2477,1,49173.35,61,0.337,724,0.9
2478,1,18741.01,60,0.17,424,3.5
2479,1,10517.86,38,0.386,711,3.2
2480,1,56623.29,62,0.47,765,4.0
2481,1,20148.13,53,0.543,668,6.9
2482,1,38174.8,52,0.126,717,17.5
2483,1,31239.3,35,0.421,737,2.6
2484,1,36292.62,50,0.265,703,8.7
2485,1,14129.27,62,0.348,800,3.4
2486,1,44160.34,29,0.314,631,4.2
2487,1,7696.61,70,0.397,700,18.8
2488,1,123713.06,51,0.266,601,3.5
2489,1,47822.48,55,0.498,598,8.5
2490,1,15873.21,67,0.394,652,4.0
2491,1,6423.68,56,0.208,812,3.5
2492,1,28372.38,64,0.228,700,4.0
2493,1,13611.03,66,0.722,621,6.4
2494,1,38867.8,73,0.265,627,6.7
2495,1,59008.23,61,0.357,703,6.2
2496,1,32397.66,68,0.594,849,3.5
2497,1,23883.02,61,0.284,517,7.1
2498,1,9248.99,50,0.289,557,13.0
2499,1,30883.85,56,0.253,713,6.1
2500,1,24508.87,44,0.146,694,11.4
2501,1,21430.42,35,0.464,653,4.8
2502,1,94493.11,51,0.399,723,3.7
2503,1,132339.91,40,0.336,735,11.6
2504,1,12843.39,52,0.248,676,4.6
2505,1,12502.43,59,0.101,768,9.0
2506,1,91420.89,65,0.081,685,3.7
2507,1,26586.14,61,0.244,712,9.5
2508,1,43889.25,65,0.193,681,10.0
2509,1,108235.14,51,0.242,798,0.8
2510,1,13027.33,47,0.178,583,11.5
2511,1,17328.57,56,0.135,642,2.8
2512,1,49889.73,75,0.547,621,9.3
2513,1,44001.82,65,0.295,723,6.2
2514,1,20585.66,41,0.24,584,5.2
2515,1,40004.05,57,0.415,660,3.6
2516,1,119074.65,65,0.36,782,3.5
2517,1,62153.11,53,0.152,591,4.5
2518,1,24505.19,71,0.171,748,6.5
2519,1,31884.12,55,0.23,785,1.2
2520,0,35940.0,53,0.423,540,12.3
2521,1,73539.49,48,0.102,805,6.7
2522,1,18938.2,58,0.163,621,2.1
2523,1,71145.42,49,0.172,610,3.6
2524,1,17029.19,30,0.159,724,3.1
2525,1,38221.04,36,0.212,573,10.1
2526,1,79701.08,85,0.56,753,7.3
2527,1,29599.12,64,0.635,755,4.3
2528,1,37254.03,46,0.105,725,6.3
2529,1,44161.53,45,0.307,644,0.9
2530,1,19090.75,68,0.198,641,9.1
2531,1,29699.48,49,0.331,644,4.7
2532,1,18403.77,46,0.067,794,1.1
2533,1,43965.85,94,0.412,550,5.6
2534,1,39636.66,51,0.52,700,0.6
2535,1,55953.93,49,0.182,780,5.2
2536,1,40418.16,46,0.212,718,4.2
2537,1,22005.0,61,0.5,670,9.4
2538,1,119602.95,69,0.015,747,3.9
2539,1,28368.79,62,0.082,587,3.1
2540,1,11396.41,67,0.099,668,4.4
2541,1,22853.13,85,0.03,752,5.0
2542,1,8097.4,62,0.431,755,4.1
2543,1,47439.03,99,0.272,574,9.3
2544,1,24655.61,69,0.208,723,3.4
2545,1,76990.2,39,0.387,724,1.8
2546,1,21592.16,78,0.08,642,8.4
2547,1,11626.53,48,0.428,718,2.9
2548,1,37783.26,64,0.11,588,2.4
2549,1,61818.59,64,0.646,611,4.0
2550,1,30370.52,61,0.223,598,5.9
2551,1,36171.61,45,0.623,675,6.3
2552,1,12554.63,50,0.181,565,6.2
2553,1,14557.28,72,0.316,729,8.3
2554,1,192747.57,67,0.052,627,2.9
2555,1,16153.57,52,0.052,732,4.0
2556,1,40219.4,90,0.348,682,1.5
2557,1,118926.05,71,0.406,641,3.8
2558,1,73047.2,54,0.262,653,4.0
2559,1,20532.92,64,0.306,559,3.3
2560,1,63834.81,75,0.762,712,14.0
2561,1,41422.47,76,0.434,771,7.6
2562,1,16621.24,47,0.148,704,4.0
2563,1,30345.27,62,0.66,739,7.8
2564,1,54590.06,63,0.449,789,7.0
2565,1,37227.38,74,0.306,850,5.6
2566,1,61626.99,46,0.076,630,8.8
2567,1,23155.88,45,0.131,655,2.8
2568,1,38113.3,70,0.168,637,4.0
2569,1,31248.08,45,0.084,580,5.2
2570,1,40825.24,63,0.25,836,1.0
2571,1,44385.89,65,0.226,681,2.2
2572,1,122278.53,65,0.396,808,3.9
2573,1,72264.08,62,0.746,736,9.2
2574,1,36001.49,59,0.399,705,3.7
2575,1,46576.95,60,0.312,780,4.1
2576,1,56865.55,51,0.145,739,10.6
2577,1,26199.3,47,0.399,690,2.5
2578,1,31036.17,41,0.145,768,8.9
2579,1,12605.13,61,0.04,636,5.1
2580,1,32188.91,97,0.407,664,7.2
2581,1,130388.05,79,0.536,645,6.5
2582,1,160691.97,60,0.045,608,6.7
2583,1,31394.41,51,0.507,675,2.2
2584,1,72569.3,48,0.265,654,11.8
