id,income,education,experience,female,region,urban
2260,48.78,12,31.2,1,1,0
2261,59.33,10,34.2,1,3,1
2262,80.39,20,18.3,1,3,1
2263,72.79,18,19.2,1,3,1
2264,67.54,16,17.2,1,2,1
2265,48.12,12,18.7,0,2,1
2266,60.04,10,13.2,1,4,1
2267,47.12,12,18.0,1,1,0
2268,75.39,18,9.1,0,4,1
2269,104.2,18,9.1,0,4,1
2270,106.04,14,31.1,1,4,1
2271,73.06,16,17.4,1,4,0
2272,65.86,10,5.4,1,4,1
2273,57.32,16,14.2,1,2,1
2274,72.15,12,25.6,0,4,1
2275,60.42,10,44.9,1,4,0
2276,63.05,10,18.5,0,4,1
2277,73.96,14,13.5,0,4,1
2278,90.94,18,8.8,1,4,1
2279,66.24,12,22.0,1,1,1
2280,94.81,14,23.2,0,4,1
2281,111.64,12,15.1,1,3,1
2282,71.02,20,14.5,1,2,0
2283,99.96,12,36.9,0,4,1
2284,70.39,14,5.9,0,4,1
2285,70.81,10,6.4,0,4,1
2286,45.2,16,13.7,1,1,0
2287,57.77,10,21.8,0,4,1
2288,77.21,16,8.2,0,4,0
2289,126.64,16,22.2,1,4,1
2290,60.35,14,28.0,0,3,1
2291,66.33,18,23.3,1,1,0
2292,92.07,16,19.4,0,4,0
2293,68.44,14,19.5,0,1,1
2294,80.94,14,19.4,1,4,1
2295,76.29,14,22.8,0,1,1
2296,82.4,14,23.9,0,4,1
2297,87.09,16,16.9,1,1,0
2298,103.31,14,10.7,0,4,1
2299,62.32,12,19.1,0,1,1
2300,83.85,16,35.3,0,1,0
2301,66.18,16,18.4,1,1,1
2302,81.91,16,10.5,0,2,1
2303,48.71,10,12.6,0,2,1
2304,75.99,18,13.1,0,2,1
2305,67.81,14,19.7,0,1,1
2306,64.64,14,22.3,0,3,0
2307,76.31,14,15.1,1,2,1
2308,96.05,16,5.9,0,4,1
2309,48.5,10,19.8,1,1,1
2310,68.59,14,14.8,1,4,1
2311,47.83,10,18.9,0,1,1
2312,74.9,14,19.1,1,3,1
2313,68.53,12,11.0,0,3,1
2314,71.84,16,6.4,1,1,1
2315,59.51,10,27.1,1,3,1
2316,82.66,12,19.1,0,4,1
2317,65.04,16,22.4,1,2,1
2318,99.61,18,14.3,0,4,1
2319,57.64,12,26.8,0,1,1
2320,65.52,12,29.0,1,1,1
2321,45.71,12,29.8,1,3,0
2322,63.71,16,9.3,1,1,1
2323,59.8,14,18.7,1,4,1
2324,63.28,12,18.2,0,1,0
2325,91.66,16,26.7,0,3,1
2326,74.95,16,57.0,1,4,0
2327,76.72,14,32.5,1,4,1
2328,66.8,12,15.1,1,1,1
2329,58.87,12,37.6,0,1,1
2330,42.75,12,9.9,1,1,0
2331,72.53,16,30.7,1,3,0
2332,87.34,12,6.7,0,3,1
2333,87.19,16,15.0,1,4,1
2334,80.8,20,10.3,1,2,1
2335,74.6,12,14.5,1,2,1
2336,54.4,10,22.3,1,3,1
2337,85.81,16,38.9,1,3,1
2338,66.45,12,24.2,1,2,1
2339,73.76,14,11.6,0,3,0
2340,63.72,10,51.9,0,1,1
2341,58.26,12,11.2,1,1,0
2342,52.05,14,42.4,1,3,1
2343,57.8,10,11.2,1,1,1
2344,49.87,16,17.4,1,3,1
2345,65.23,12,33.4,0,1,1
2346,58.0,14,7.2,0,4,0
2347,59.84,16,24.5,1,2,0
2348,62.2,12,21.7,1,2,1
2349,85.12,14,20.5,0,3,1
2350,65.42,16,17.8,0,2,1
2351,50.47,10,11.5,0,4,0
2352,64.19,16,13.8,0,1,0
2353,62.82,14,7.8,1,3,0
2354,53.47,12,32.7,1,4,1
2355,65.47,16,31.4,1,2,0
2356,66.81,16,9.1,0,1,1
2357,90.88,14,14.6,0,4,1
2358,63.9,18,10.4,1,3,1
2359,83.42,18,7.3,1,3,0
2360,70.51,20,16.9,1,4,1
2361,69.46,18,14.2,0,4,1
2362,61.45,12,9.9,1,4,0
2363,49.46,14,30.4,1,4,1
2364,82.68,14,35.1,1,2,1
2365,64.79,16,5.2,0,1,1
2366,75.15,12,29.2,1,3,1
2367,59.46,10,26.5,0,4,0
2368,83.24,16,9.9,1,4,0
2369,72.1,12,16.3,1,4,1
2370,75.95,10,18.4,1,4,1
2371,74.03,14,19.4,1,1,1
2372,58.89,14,6.5,1,3,1
2373,49.03,14,42.7,1,1,0
2374,62.39,18,17.7,1,1,1
2375,107.57,18,15.5,0,4,1
2376,71.7,12,11.3,0,3,1
2377,76.41,16,25.7,1,4,1
2378,75.9,14,21.9,1,3,1
2379,58.69,16,12.3,1,2,0
2380,51.89,12,44.8,1,1,0
2381,79.34,10,11.9,0,3,1
2382,96.18,14,28.9,0,3,1
2383,124.23,20,32.5,1,1,1
2384,106.24,16,21.8,0,4,0
2385,74.64,12,18.1,1,1,1
2386,60.25,16,43.2,0,4,0
2387,78.25,14,45.0,0,2,0
2388,98.18,16,15.1,0,3,1
2389,88.92,14,24.4,0,2,0
2390,71.12,14,15.2,1,1,1
2391,64.02,12,14.9,0,4,1
2392,81.51,14,21.2,1,4,1
2393,49.49,10,34.6,1,4,1
2394,75.14,12,18.2,1,3,1
2395,69.8,12,32.7,1,3,1
2396,66.03,16,18.8,0,2,0
2397,28.08,10,17.0,1,3,1
2398,80.77,18,30.8,1,3,1
2399,63.52,16,23.9,0,4,0
2400,84.21,14,20.1,1,4,1
2401,74.52,14,8.7,1,4,0
2402,93.38,14,14.5,0,3,1
2403,79.61,12,23.8,1,2,1
2404,72.23,10,23.3,0,1,1
2405,80.69,18,5.5,1,4,0
2406,88.27,12,19.8,0,3,1
2407,75.65,14,28.7,1,4,1
2408,74.44,12,42.6,0,4,1
2409,84.93,14,25.5,0,1,1
2410,63.18,16,12.0,1,4,1
2411,93.63,14,20.4,0,4,0
2412,77.77,12,25.5,1,2,1
2413,72.57,14,24.2,1,2,1
2414,60.26,16,13.5,1,1,1
2415,78.89,12,24.6,0,2,1
2416,69.18,12,14.3,1,2,1
2417,58.32,10,2.3,1,4,1
2418,55.97,16,22.4,0,2,0
2419,50.66,10,13.7,1,3,0
2420,92.47,16,29.3,0,1,1
2421,85.24,16,29.2,0,2,1
2422,85.57,16,28.6,1,2,1
2423,54.67,12,7.4,1,2,0
2424,99.8,16,18.5,0,2,1
2425,47.6,12,25.8,1,3,1
2426,56.69,10,11.8,0,1,0
2427,56.87,12,16.6,1,1,1
2428,88.08,16,30.6,0,3,0
2429,76.63,12,8.4,1,2,1
2430,57.23,10,47.7,0,4,1
2431,77.46,14,21.6,0,1,1
2432,73.37,12,13.0,0,3,0
2433,72.68,12,18.8,1,1,1
2434,63.96,14,21.2,1,2,0
2435,83.53,16,14.3,1,4,0
2436,76.04,16,43.5,0,4,1
2437,75.04,14,18.9,0,2,1
2438,101.71,16,25.8,0,4,1
2439,66.11,14,5.8,0,2,0
2440,61.49,10,24.1,1,3,1
2441,78.45,12,26.3,0,4,1
2442,71.67,18,14.4,0,2,0
2443,80.77,16,18.1,1,3,1
2444,82.9,12,33.8,0,4,0
2445,66.66,12,7.6,0,2,1
2446,75.1,20,16.6,1,3,1
2447,74.88,16,14.7,1,4,0
2448,47.87,12,9.6,1,4,0
2449,40.44,12,10.3,1,2,1
2450,73.13,16,30.6,1,2,0
2451,75.49,12,33.5,1,4,1
2452,84.34,16,21.2,0,2,0
2453,113.87,20,28.1,0,1,1
2454,51.47,10,11.3,1,3,1
2455,81.04,16,16.1,1,1,0
2456,67.96,12,23.6,1,3,0
2457,100.38,16,19.5,0,3,1
2458,72.56,10,16.0,0,4,1
2459,94.49,16,13.5,0,1,1
2460,114.68,20,24.2,0,1,1
2461,102.41,20,19.8,0,4,0
2462,83.77,20,36.2,1,4,0
2463,61.75,16,15.8,1,3,1
2464,72.05,20,18.6,1,1,0
2465,44.55,10,28.7,0,1,0
2466,71.31,16,10.1,1,2,1
2467,59.21,10,15.4,1,4,1
2468,49.67,12,16.9,1,4,0
2469,75.31,14,7.7,0,3,0
2470,72.13,16,31.3,0,1,1
2471,60.67,16,17.1,1,1,0
2472,84.79,14,24.7,1,3,1
2473,90.23,12,23.1,0,4,1
2474,62.92,12,34.7,0,1,1
2475,109.98,18,26.4,1,1,1
2476,60.96,10,18.6,1,2,1
2477,46.67,16,18.4,1,3,1
2478,61.25,16,32.9,0,4,1
2479,84.87,16,20.3,0,1,1
2480,93.54,14,22.2,1,4,1
2481,66.06,14,13.0,0,4,0
2482,54.21,12,23.0,1,1,1
2483,66.95,18,5.6,1,1,0
2484,47.3,10,8.7,1,1,0
2485,65.78,18,17.8,1,2,1
2486,84.6,16,9.0,0,1,1
2487,79.39,12,7.3,0,3,1
2488,74.54,12,8.0,0,4,0
2489,78.15,10,21.3,0,1,1
2490,75.47,12,8.4,0,3,1
2491,67.5,12,12.7,1,4,0
2492,80.24,16,18.5,0,3,0
2493,75.25,14,20.1,0,3,1
2494,92.94,12,11.4,0,1,1
2495,87.76,14,23.1,0,1,1
2496,75.11,12,16.9,1,1,1
2497,73.95,10,12.6,0,1,1
2498,74.26,16,22.5,0,3,1
2499,66.74,14,22.5,1,3,1
2500,69.27,12,42.6,1,2,1
2501,62.99,10,12.4,1,4,1
2502,71.07,14,13.0,1,4,0
2503,78.1,18,14.8,1,4,1
2504,75.64,12,28.4,0,4,0
2505,49.89,14,21.2,1,1,0
2506,124.25,14,18.9,0,2,1
2507,44.64,14,9.7,1,3,0
2508,62.47,14,14.2,0,1,1
2509,60.39,10,20.0,0,3,0
2510,120.1,20,10.6,0,4,1
2511,80.03,12,13.3,0,1,1
2512,68.52,12,23.7,0,4,1
2513,116.56,20,16.7,0,4,0
2514,78.46,14,22.6,1,1,0
2515,65.91,16,22.2,0,4,1
2516,83.47,14,20.4,1,4,1
2517,80.78,16,22.5,1,4,1
2518,70.39,10,26.9,0,2,1
2519,65.14,12,21.2,1,3,1
2520,57.81,14,21.2,1,2,1
2521,102.97,16,27.6,0,4,1
2522,106.74,20,25.5,0,2,1
2523,71.71,14,11.7,1,3,1
2524,72.06,12,27.0,0,4,1
2525,56.23,14,15.9,1,2,0
2526,78.24,14,22.4,0,1,1
2527,96.55,16,18.0,0,4,0
2528,73.86,12,27.5,1,4,1
2529,61.62,12,14.9,1,4,0
2530,84.48,14,23.7,0,4,1
2531,58.52,12,36.5,0,1,0
2532,44.64,16,18.4,1,2,0
2533,93.29,18,19.4,1,2,1
2534,54.22,14,43.0,1,1,1
2535,149.15,18,16.7,1,1,0
2536,49.8,14,28.9,1,1,1
2537,94.83,12,28.6,0,4,1
2538,51.6,10,23.7,0,2,1
2539,48.96,10,18.6,0,3,1
2540,67.85,12,27.4,1,3,0
2541,101.56,16,11.3,1,3,1
2542,45.34,10,20.7,1,1,0
2543,146.33,16,11.9,0,1,1
2544,88.77,16,28.2,0,3,1
2545,75.09,16,11.5,1,2,0
2546,61.73,14,16.9,1,3,0
2547,82.04,16,6.3,1,4,1
2548,88.92,16,20.0,0,4,1
2549,53.8,10,27.5,1,1,1
2550,77.64,12,34.1,0,3,0
2551,78.66,18,20.1,1,4,0
2552,68.03,14,23.9,1,2,1
2553,65.03,12,10.3,1,3,1
2554,68.24,16,11.4,0,3,1
2555,46.14,10,37.1,1,2,1
2556,71.91,12,15.3,1,4,1
2557,87.82,16,19.8,1,3,1
2558,82.06,16,24.8,1,2,1
2559,84.63,12,31.9,0,1,1
2560,87.53,18,25.8,1,1,1
2561,87.02,14,47.3,0,3,1
2562,61.41,14,5.1,1,2,0
2563,84.0,16,27.4,1,1,0
2564,45.37,14,22.7,1,1,1
2565,49.31,10,19.2,1,1,1
2566,65.76,12,33.5,1,1,1
2567,70.31,12,13.4,1,1,1
2568,58.5,10,32.5,0,1,1
2569,105.62,20,13.8,0,1,0
2570,100.27,18,32.6,0,4,0
2571,80.79,12,22.0,0,2,1
2572,91.9,18,18.1,1,1,0
2573,56.08,14,27.7,1,2,1
2574,58.73,12,8.9,1,1,1
2575,62.52,18,9.9,1,3,1
2576,91.66,14,40.0,1,4,1
2577,44.33,14,17.3,0,1,0
2578,65.88,12,22.0,1,1,1
2579,79.56,16,23.5,0,2,1
2580,58.47,16,32.0,0,4,1
2581,70.8,16,43.8,0,1,1
2582,79.04,12,6.5,1,3,1
2583,59.67,12,14.5,0,4,1
2584,94.41,18,11.0,0,2,1
2585,64.03,12,11.3,0,3,0
2586,72.27,14,20.8,0,4,1
2587,85.18,18,23.0,1,1,1
2588,72.05,12,20.5,0,1,1
2589,86.72,14,13.7,0,2,1
2590,61.74,16,41.5,1,4,1
2591,53.18,10,30.3,1,4,0
2592,62.36,12,12.5,1,1,1
2593,54.58,12,16.0,1,2,1
2594,111.57,20,24.0,0,1,1
2595,121.41,12,18.0,1,1,1
2596,85.24,14,27.0,1,4,1
2597,65.39,16,25.7,1,3,0
2598,63.4,10,6.8,0,2,0
2599,57.34,10,13.2,1,1,1
2600,68.21,14,4.1,1,1,1
2601,85.36,12,27.7,0,2,1
2602,75.38,16,30.4,1,1,0
2603,85.66,16,18.1,0,3,1
2604,71.21,14,14.8,0,1,0
2605,80.43,18,25.8,1,1,1
2606,82.87,20,32.7,0,3,0
2607,101.18,16,26.4,0,4,1
2608,77.94,10,19.3,1,1,1
2609,94.48,12,24.8,0,2,1
2610,69.29,16,16.9,1,3,1
2611,56.87,12,16.0,1,3,1
2612,77.87,18,29.7,1,2,1
2613,77.25,20,17.4,1,3,1
2614,49.72,12,8.0,0,1,1
2615,76.07,12,11.2,0,2,1
2616,60.97,12,15.4,0,3,0
2617,49.31,14,14.9,1,1,1
2618,64.92,16,7.5,0,3,0
2619,65.59,18,29.0,0,1,0
2620,94.07,14,14.1,1,3,1
2621,65.49,18,33.0,1,1,1
2622,65.53,12,52.5,1,1,1
2623,62.18,10,17.3,0,4,1
2624,44.85,14,26.4,1,2,1
2625,96.02,16,40.1,0,4,1
2626,71.32,12,20.0,0,4,1
2627,80.69,14,37.6,1,4,1
2628,98.28,18,10.6,0,4,1
2629,60.39,12,13.5,1,4,0
2630,59.73,12,26.1,1,3,1
2631,74.47,20,38.1,1,1,1
2632,51.19,10,22.2,0,1,0
2633,84.69,14,21.7,0,3,0
2634,119.33,16,13.7,0,4,0
2635,86.71,16,46.2,1,3,1
2636,75.4,12,33.9,1,1,0
2637,69.61,10,6.0,0,2,1
2638,69.89,12,10.9,0,3,1
2639,71.18,16,21.3,1,3,0
2640,70.45,10,24.0,0,3,1
2641,74.8,16,31.0,0,1,1
2642,63.36,12,18.3,0,2,1
2643,65.18,20,23.5,0,2,1
2644,74.56,14,22.9,0,3,0
2645,72.82,10,21.5,0,4,1
2646,62.43,12,13.6,0,3,1
2647,64.28,14,11.3,1,3,1
2648,54.08,12,23.7,0,4,1
2649,71.01,14,10.5,0,4,1
2650,78.87,12,13.6,0,2,1
2651,69.36,16,13.5,1,2,1
2652,61.69,12,17.6,0,4,1
2653,68.71,16,9.2,0,2,0
2654,62.8,14,26.6,0,1,1
2655,80.57,14,17.5,1,4,1
2656,80.75,12,32.2,0,2,1
2657,64.01,12,9.7,0,2,1
2658,90.86,16,17.0,0,2,1
2659,82.97,16,19.2,0,3,1
2660,60.55,12,30.1,1,2,1
2661,68.07,10,20.1,0,3,1
2662,55.84,12,45.6,0,2,0
2663,54.59,12,10.0,1,2,0
2664,66.33,14,7.6,0,1,1
2665,89.36,14,37.8,0,4,1
2666,86.21,16,22.9,1,1,0
2667,75.41,16,7.6,0,2,0
2668,64.06,12,8.1,1,2,1
2669,87.76,16,13.8,1,2,0
2670,92.16,20,17.4,1,1,0
2671,45.23,14,8.2,0,4,1
2672,58.87,14,10.6,1,3,1
2673,76.34,12,19.3,0,2,1
2674,48.74,16,14.1,0,1,0
2675,71.97,14,21.7,1,1,1
2676,49.8,14,19.5,1,3,0
2677,60.18,12,8.6,1,4,1
2678,76.0,12,38.3,0,2,1
2679,76.43,16,16.9,0,4,1
2680,49.15,10,25.2,1,3,1
2681,45.24,10,24.2,1,4,1
2682,65.59,12,4.5,0,3,0
2683,83.79,14,12.9,0,4,1
2684,84.99,14,39.1,1,3,1
2685,84.73,12,30.2,0,4,1
2686,61.12,12,18.8,1,4,1
2687,77.84,14,11.6,1,3,0
2688,47.79,12,15.2,1,1,1
2689,82.55,10,20.4,0,3,1
2690,70.73,14,14.4,0,1,1
2691,75.37,14,8.9,0,1,1
2692,67.58,12,12.6,0,4,1
2693,63.36,12,8.1,1,3,1
2694,75.31,12,6.5,0,3,1
2695,43.99,10,30.1,1,4,0
2696,37.64,12,17.9,0,2,0
2697,71.61,10,11.8,1,3,1
2698,51.83,12,11.0,0,1,0
2699,91.83,14,9.0,0,2,1
2700,67.44,14,15.8,1,1,1
2701,67.56,10,45.9,0,1,1
2702,75.31,14,3.5,1,3,1
2703,97.51,16,13.5,1,4,1
2704,52.8,10,18.7,1,2,1
2705,49.72,12,12.7,1,2,1
2706,74.87,16,18.7,1,2,1
2707,82.9,18,21.4,1,2,1
2708,85.63,10,18.0,0,3,1
2709,57.8,16,30.1,0,1,1
2710,102.79,14,26.4,0,4,1
2711,65.79,18,16.0,1,3,1
2712,70.38,12,33.5,1,2,0
2713,87.31,16,23.3,0,3,0
2714,85.53,16,23.3,1,1,1
2715,58.87,10,10.7,0,3,0
2716,58.74,10,36.4,1,1,1
2717,59.78,10,13.8,1,3,0
2718,67.99,10,20.3,1,2,1
2719,64.14,12,4.2,1,1,0
2720,56.17,16,23.7,1,3,0
2721,64.68,14,32.8,1,1,1
2722,55.04,14,16.3,1,2,1
2723,71.26,18,10.8,1,3,1
2724,67.98,12,24.7,1,3,0
2725,101.97,16,13.1,1,3,1
2726,82.16,18,10.8,0,3,1
2727,80.13,18,23.3,0,1,1
2728,105.32,16,7.4,1,3,1
2729,86.13,16,22.9,0,4,1
2730,80.3,14,24.1,1,4,1
2731,56.57,14,11.8,1,2,1
2732,49.5,14,26.4,1,2,0
2733,69.38,14,16.9,1,2,1
2734,94.48,16,35.6,0,3,1
2735,57.42,10,24.6,0,1,0
2736,67.98,16,20.3,0,2,0
2737,106.24,16,16.5,0,2,1
2738,54.23,10,11.4,1,1,0
2739,64.02,12,5.8,0,2,1
2740,83.67,16,26.6,1,1,1
2741,48.62,14,16.8,0,2,0
2742,43.8,10,12.2,1,1,0
2743,72.32,12,25.4,0,4,1
2744,79.66,16,29.4,1,1,1
2745,104.16,20,18.2,0,3,1
2746,73.27,12,41.4,0,2,1
2747,80.92,16,11.8,1,4,1
2748,55.17,14,28.1,1,1,0
2749,101.58,16,16.6,1,4,0
2750,48.1,12,20.0,1,1,1
2751,66.97,10,26.5,0,1,1
2752,48.36,14,20.3,0,1,1
2753,53.03,12,19.1,1,4,1
2754,54.93,12,30.4,1,2,1
2755,75.17,14,16.9,0,4,1
2756,94.02,16,26.7,0,3,1
2757,76.12,14,35.7,1,2,0
2758,89.82,18,5.2,0,3,1
2759,48.63,10,8.7,1,3,1
2760,61.86,12,22.5,1,3,0
2761,72.21,16,15.0,1,2,1
2762,58.07,12,15.6,0,1,1
2763,102.76,18,14.3,1,4,1
2764,33.92,16,18.3,1,2,1
2765,69.99,14,24.2,1,3,1
2766,70.44,12,18.6,1,2,1
2767,65.19,10,36.5,1,4,0
2768,69.74,14,8.4,1,4,1
2769,98.55,18,19.7,1,3,1
2770,73.46,14,16.0,0,2,1
2771,83.48,20,25.7,1,3,1
2772,53.56,12,8.0,1,3,1
2773,46.21,14,58.3,1,4,1
2774,115.1,16,12.4,0,2,1
2775,88.95,18,23.5,1,3,1
2776,43.18,12,16.7,1,4,0
2777,89.72,12,12.0,0,2,1
2778,85.85,12,7.3,0,3,1
2779,65.39,12,10.0,0,3,1
2780,86.73,14,12.2,1,4,1
2781,62.44,16,31.4,1,2,0
2782,55.23,14,18.1,1,2,0
2783,82.93,12,8.4,0,2,1
2784,68.48,12,18.7,0,3,1
2785,48.92,10,18.2,0,2,0
2786,70.16,14,18.3,1,4,1
2787,56.77,16,19.0,1,1,0
2788,56.42,16,42.5,1,2,0
2789,60.76,14,18.8,1,2,0
2790,85.25,16,11.2,0,1,1
2791,64.74,12,11.8,1,3,0
2792,60.58,10,26.5,0,2,1
2793,88.61,12,30.8,1,2,0
2794,74.16,16,30.0,0,4,0
2795,87.58,16,31.5,1,4,1
2796,67.52,20,41.4,1,1,1
2797,90.74,12,20.0,0,4,1
2798,64.66,14,7.6,1,1,1
2799,77.29,12,17.9,0,2,0
2800,67.53,14,26.4,1,3,1
2801,37.64,14,9.5,1,2,0
2802,72.49,12,18.2,0,2,0
2803,96.69,18,25.0,1,4,1
2804,74.95,16,33.8,1,1,1
2805,70.67,12,12.9,0,4,0
2806,54.08,12,20.1,1,3,1
2807,72.24,10,27.7,0,3,1
2808,92.86,20,26.6,0,3,1
2809,89.12,14,23.7,0,4,1
2810,69.02,14,24.7,1,3,1
2811,72.96,10,26.0,0,1,1
2812,36.93,14,36.5,1,3,0
2813,43.68,10,4.8,0,2,1
2814,92.99,18,12.4,0,1,1
2815,74.46,18,26.3,0,2,1
2816,39.27,10,11.5,1,1,0
2817,77.77,16,12.6,0,2,1
2818,72.09,12,14.5,0,1,1
2819,55.57,10,16.3,1,3,0
2820,63.13,14,22.4,0,3,1
2821,77.09,20,33.1,1,2,1
2822,49.37,10,22.9,0,1,1
2823,55.37,14,15.9,1,3,0
2824,55.9,18,19.7,1,1,0
2825,84.02,14,7.8,1,3,1
2826,98.88,16,15.0,0,3,1
2827,77.27,16,18.2,0,2,0
2828,82.31,18,13.3,1,3,1
2829,85.15,12,37.9,0,2,1
2830,75.12,14,11.2,1,2,1
2831,99.48,20,28.9,0,1,1
2832,94.21,12,33.8,0,3,1
2833,71.42,10,23.9,0,3,1
2834,56.09,12,8.5,1,2,0
2835,67.38,12,11.7,0,2,0
2836,95.77,18,24.9,0,4,1
2837,97.61,16,24.4,1,1,1
2838,84.89,16,18.4,1,2,1
2839,66.33,10,23.6,1,1,1
2840,63.39,16,12.1,1,1,1
2841,89.49,20,24.8,1,3,1
2842,61.6,16,15.4,0,4,0
2843,86.04,20,13.9,0,2,1
2844,49.98,10,27.9,1,1,1
2845,64.04,16,15.9,1,3,1
2846,97.04,18,6.7,1,1,0
2847,72.02,16,19.1,1,4,1
2848,86.65,16,30.0,1,1,0
2849,107.71,20,12.2,1,4,1
2850,25.78,10,12.3,1,2,0
2851,134.36,16,17.7,0,4,1
2852,62.91,12,12.5,1,3,1
2853,56.03,12,19.0,0,4,0
2854,73.46,10,12.3,0,4,1
2855,56.64,14,10.7,1,2,0
2856,85.71,16,21.2,0,3,1
2857,58.72,14,3.2,0,1,0
2858,73.98,16,8.3,1,4,0
2859,65.04,16,8.1,0,1,0
2860,49.61,14,9.3,1,2,0
2861,86.74,20,18.5,0,3,1
2862,58.48,14,38.3,0,2,0
2863,70.14,18,20.2,1,3,1
2864,63.61,14,24.3,0,3,0
2865,53.23,16,10.4,1,2,1
2866,60.05,14,34.9,1,1,0
2867,71.83,12,19.6,1,4,1
2868,85.95,18,7.3,1,2,1
2869,91.96,14,20.2,1,4,0
2870,76.93,16,14.9,1,1,1
2871,92.5,18,15.8,0,3,1
2872,91.72,18,15.7,1,2,1
2873,90.01,12,16.7,0,4,0
2874,126.73,16,34.5,0,2,1
2875,76.72,12,16.4,0,3,1
2876,65.82,14,13.4,1,3,1
2877,54.57,14,12.7,1,3,0
2878,91.0,16,21.5,0,2,1
2879,62.66,12,16.3,1,1,1
2880,86.76,16,11.1,0,2,1
2881,68.78,10,9.1,1,1,1
2882,45.93,10,10.7,1,3,0
2883,91.35,14,38.4,0,4,1
2884,86.3,16,36.8,1,3,1
2885,70.05,12,2.7,0,2,1
2886,85.47,16,8.0,0,3,0
2887,92.3,12,30.1,1,1,0
2888,63.31,16,21.4,1,1,1
2889,58.2,10,43.9,0,4,1
2890,87.04,12,39.5,0,4,1
2891,80.08,12,19.7,0,4,1
2892,85.07,14,27.0,0,4,1
2893,80.65,12,32.4,0,1,1
2894,70.74,16,29.5,1,2,1
2895,76.53,16,7.0,0,4,1
2896,71.22,14,8.7,1,3,1
2897,86.93,18,11.7,0,3,1
2898,40.43,10,9.0,1,3,1
2899,68.19,16,7.5,0,2,1
2900,77.96,18,19.1,0,2,0
2901,67.44,16,7.5,1,3,0
2902,122.11,18,34.2,0,4,1
2903,89.95,14,22.4,0,1,1
2904,63.6,10,27.6,0,1,1
2905,60.03,12,7.5,0,2,1
2906,86.24,16,23.8,1,1,0
2907,99.82,14,24.9,1,3,0
2908,73.45,10,13.6,0,3,1
2909,44.12,10,21.4,1,1,0
2910,56.94,16,34.0,1,1,0
2911,74.21,12,21.9,0,4,1
2912,51.53,10,5.4,1,2,1
2913,58.52,10,29.7,1,2,0
2914,76.67,18,20.3,1,3,1
2915,64.53,12,22.9,1,1,1
2916,74.88,18,26.2,0,4,0
2917,61.94,16,14.7,1,3,0
2918,72.84,12,19.2,0,4,1
2919,76.55,12,27.8,0,1,1
2920,86.79,16,24.1,0,4,1
2921,107.78,16,19.8,0,4,1
2922,97.56,16,13.3,0,3,1
2923,49.33,10,19.7,1,2,0
2924,54.9,14,14.1,0,1,0
2925,85.58,12,28.0,0,2,1
2926,63.17,12,30.9,1,2,1
2927,58.71,10,18.7,0,1,1
2928,61.63,14,39.3,0,2,0
2929,65.17,14,17.1,0,1,1
2930,78.34,18,22.0,0,1,1
2931,77.43,14,34.8,0,2,0
2932,78.08,14,33.3,1,2,1
2933,91.69,16,26.2,0,2,1
2934,69.12,18,56.2,0,2,1
2935,75.49,16,17.2,1,4,1
2936,72.26,12,30.6,1,3,1
2937,62.14,16,52.3,1,2,0
2938,105.84,18,9.4,1,1,1
2939,90.67,16,24.3,0,1,1
2940,52.96,12,17.7,1,3,0
2941,73.37,10,21.1,0,1,1
2942,37.49,12,25.5,1,2,0
2943,101.37,16,20.1,1,4,0
2944,79.53,10,26.3,1,3,0
2945,64.18,16,14.3,1,1,1
2946,51.94,12,17.6,1,1,1
2947,87.72,16,20.1,1,4,1
2948,62.28,12,21.8,0,3,1
2949,64.36,16,15.8,1,2,0
2950,79.44,14,14.6,0,4,1
2951,72.44,16,17.8,1,1,0
2952,69.69,16,20.8,0,1,0
2953,73.83,12,9.2,0,4,1
2954,44.19,12,26.4,0,1,0
2955,50.31,12,16.2,0,3,1
2956,59.41,14,36.7,1,2,1
2957,73.62,14,24.4,1,3,1
2958,76.9,16,27.6,1,4,0
2959,79.35,16,23.4,1,4,0
2960,54.85,12,23.7,1,1,1
2961,64.45,14,13.2,1,3,0
2962,94.38,16,17.5,1,4,1
2963,48.0,10,19.9,1,3,0
2964,74.33,16,8.7,1,1,0
2965,78.58,14,29.9,1,4,1
2966,85.68,16,26.9,0,3,1
2967,89.84,18,40.9,0,2,1
2968,54.55,10,6.1,1,3,1
2969,68.97,14,26.4,1,3,0
2970,70.47,14,21.3,0,1,1
2971,75.6,10,19.2,1,2,1
2972,48.92,10,58.4,1,2,0
2973,50.82,12,18.3,1,1,0
2974,89.77,12,15.9,0,2,1
2975,58.85,12,7.6,0,1,1
2976,53.05,10,12.1,0,2,1
2977,64.41,12,9.0,1,1,1
2978,58.16,12,10.9,0,3,0
2979,73.95,16,27.8,1,1,1
2980,62.93,16,27.0,0,3,0
2981,74.46,16,24.4,0,1,1
2982,67.39,14,16.4,1,4,0
2983,74.28,14,14.0,1,4,1
2984,85.02,20,17.3,0,1,1
2985,85.39,14,14.4,0,4,1
2986,85.77,10,18.7,0,4,0
2987,68.35,12,11.0,1,1,1
2988,90.25,16,16.5,1,2,1
2989,85.54,16,14.7,0,1,1
2990,56.17,14,10.9,0,3,0
2991,81.68,16,11.4,0,1,1
2992,50.28,10,15.6,1,1,0
2993,75.47,16,30.9,0,3,0
2994,83.25,16,28.4,0,2,1
2995,68.59,12,60.6,1,3,1
