firm,year,ik,q,cashflow,sales,debt
395,2013,1.0,1.6212,0.126,6.1044,0.3387
395,2014,1.0,1.7683,0.1115,6.2317,0.3609
395,2015,0.988439,1.6167,0.1038,6.1697,0.3395
395,2016,0.902136,1.3479,0.0785,6.2158,0.3543
395,2017,0.824239,1.3056,0.0593,6.0252,0.4
395,2018,0.737048,1.2907,0.0896,5.9199,0.4149
395,2019,0.848447,1.8627,0.0984,5.9447,0.3498
396,2010,1.0,1.7496,0.1075,5.9359,0.3229
396,2011,0.998855,1.7904,0.085,5.7581,0.3791
396,2012,0.930286,1.5522,0.0983,5.91,0.372
396,2013,0.967926,1.7571,0.0722,6.0056,0.3631
396,2014,0.999849,1.8994,0.0789,5.9908,0.3768
396,2015,0.981215,2.1643,0.0863,6.039,0.4519
396,2016,0.998622,1.9743,0.128,5.9351,0.4075
396,2017,0.97226,1.832,0.0917,5.9658,0.3714
396,2018,0.965512,1.7676,0.0571,6.0198,0.3346
396,2019,0.931483,1.6377,0.0821,6.0103,0.3541
397,2010,0.658641,1.6389,0.0716,3.9,0.339
397,2011,0.687024,1.9019,0.0602,3.991,0.2842
397,2012,0.63868,1.8174,0.0622,3.8779,0.3181
397,2013,0.744844,2.2919,0.0755,3.9355,0.3217
397,2014,0.692342,1.9246,0.0789,3.9782,0.3157
397,2015,0.725123,2.1408,0.0843,3.8797,0.3165
397,2016,0.78107,2.1995,0.0908,3.9506,0.2868
397,2017,0.801149,2.3549,0.1047,3.988,0.2701
397,2018,0.811035,2.4373,0.0889,3.9693,0.3025
397,2019,0.831083,2.5422,0.0586,3.974,0.366
398,2010,1.0,1.4104,0.1363,8.4313,0.3605
398,2011,1.0,1.3453,0.1323,8.5503,0.3617
398,2012,1.0,1.3747,0.1098,8.6084,0.3366
398,2013,1.0,1.5152,0.1416,8.6359,0.3208
398,2014,1.0,1.673,0.1408,8.7079,0.2649
398,2015,1.0,1.7714,0.1188,8.7338,0.2426
398,2016,1.0,1.6915,0.1239,8.8449,0.2536
398,2017,1.0,1.5972,0.0991,8.9676,0.2206
398,2018,1.0,1.4956,0.1289,8.8642,0.2864
398,2019,1.0,1.6757,0.1338,8.8306,0.2524
399,2010,0.657841,1.2378,0.0549,5.5621,0.4265
399,2011,0.742266,1.1472,0.0669,5.5593,0.3624
399,2012,0.716863,1.0622,0.0677,5.5534,0.3738
399,2013,0.698285,0.9477,0.0917,5.5124,0.3082
399,2014,0.751154,1.1452,0.1259,5.5056,0.3173
399,2015,0.759192,1.1773,0.0994,5.6285,0.3214
399,2016,0.858587,1.3651,0.1227,5.653,0.3329
399,2017,0.875715,1.3004,0.1106,5.8073,0.3255
399,2018,0.841834,1.2596,0.0991,5.6668,0.3374
399,2019,0.756427,1.2586,0.139,5.6757,0.3263
400,2010,0.761936,1.4856,0.0733,6.1464,0.3252
400,2011,0.842406,1.4986,0.0595,6.0904,0.3582
400,2012,0.928798,1.8783,0.1021,6.2416,0.4046
400,2013,0.96434,2.0926,0.1086,6.2163,0.444
400,2014,0.93345,1.6969,0.0925,6.1396,0.4202
400,2015,0.837763,1.4903,0.1025,6.109,0.4116
400,2016,0.85603,1.3598,0.0847,6.1231,0.4201
400,2017,0.822508,1.3212,0.0694,6.1858,0.3972
400,2018,0.91234,1.6422,0.0819,6.2556,0.4034
400,2019,0.870287,1.4758,0.1044,6.3992,0.4365
401,2010,0.654324,1.4871,0.0697,4.0925,0.3002
401,2011,0.665993,1.5861,0.0931,4.1079,0.3627
401,2012,0.645198,1.2687,0.1174,4.2064,0.3243
401,2013,0.574904,1.2476,0.107,4.064,0.3257
401,2014,0.667193,1.4909,0.0916,4.1428,0.3593
401,2015,0.717489,1.9637,0.0733,4.1944,0.3358
401,2016,0.718426,1.6184,0.0752,4.2537,0.355
401,2017,0.707866,1.6176,0.1222,4.2993,0.3336
401,2018,0.69051,1.599,0.1315,4.1896,0.3818
401,2019,0.756357,1.9638,0.1169,4.138,0.3674
402,2010,1.0,2.3705,0.0391,4.1903,0.3572
402,2011,1.0,2.2952,0.0809,4.2379,0.3672
402,2012,0.997003,2.467,0.0698,4.2597,0.35
402,2013,1.0,2.4182,0.0662,4.2005,0.3573
402,2014,0.99055,2.394,0.0999,4.1808,0.3558
402,2015,0.94227,2.0493,0.1247,4.0999,0.3619
402,2016,0.93002,2.1412,0.1406,3.9758,0.3517
402,2017,0.826974,1.8451,0.126,3.9091,0.3307
402,2018,0.840253,1.9972,0.122,3.851,0.3452
402,2019,0.881466,1.9593,0.1101,3.9033,0.3505
403,2010,0.731527,1.6935,0.0712,4.1818,0.2607
403,2011,0.748363,1.8382,0.0739,4.1118,0.267
403,2012,0.790857,1.756,0.1113,4.2583,0.2466
403,2013,0.833573,1.6457,0.076,4.2869,0.2721
403,2014,0.814914,1.7045,0.0846,4.3238,0.3068
403,2015,0.858028,1.7208,0.0921,4.3349,0.2716
403,2016,0.815635,1.5376,0.0989,4.3566,0.3201
403,2017,0.790682,1.4006,0.0976,4.3359,0.3029
403,2018,0.752225,1.3942,0.071,4.1379,0.2899
403,2019,0.842454,1.5248,0.0713,4.0588,0.266
404,2010,0.825254,2.2419,0.1045,3.6493,0.3077
404,2011,0.774752,2.0407,0.1148,3.7459,0.2912
404,2012,0.800654,1.9415,0.1208,3.6762,0.2651
404,2013,0.718664,2.077,0.0803,3.5089,0.2742
404,2014,0.733511,1.8401,0.0532,3.4944,0.2502
404,2015,0.750537,1.8305,0.0574,3.7523,0.2985
404,2016,0.718111,2.0628,0.0819,3.588,0.2944
404,2017,0.768368,2.0999,0.0652,3.4699,0.3152
404,2018,0.830091,1.9368,0.0574,3.63,0.3213
404,2019,0.791831,1.6219,0.0429,3.6004,0.3026
405,2010,0.926601,2.0752,0.0913,3.9672,0.3314
405,2011,0.876524,2.3297,0.0937,4.0774,0.34
405,2012,0.957017,2.0954,0.0874,4.1472,0.3297
405,2013,0.906965,2.0155,0.0976,4.2631,0.3615
405,2014,0.839222,1.3441,0.1191,4.2447,0.3847
405,2015,0.826648,1.5462,0.0832,4.1782,0.4395
405,2016,0.831781,1.7648,0.0673,4.1872,0.3824
405,2017,0.951719,2.1307,0.0725,4.0905,0.3434
405,2018,0.844253,1.7429,0.0801,4.2669,0.3111
405,2019,0.85362,1.5692,0.0608,4.3102,0.2936
406,2010,0.831324,1.7495,0.1409,6.2337,0.381
406,2011,0.828058,1.6839,0.1297,6.3396,0.318
406,2012,0.872296,1.6438,0.1061,6.2379,0.3082
406,2013,0.890325,1.8586,0.0812,6.2935,0.2964
406,2014,0.933038,2.0093,0.0902,6.364,0.3401
406,2015,0.917834,1.7501,0.0975,6.4012,0.3348
406,2016,0.920291,1.5123,0.1271,6.3435,0.3837
406,2017,0.798744,1.2069,0.1291,6.467,0.3591
406,2018,0.780078,1.1328,0.1461,6.3869,0.3664
406,2019,0.736288,1.1082,0.0955,6.4372,0.399
407,2010,0.785714,1.739,0.1247,3.8816,0.3139
407,2011,0.793991,1.9673,0.0769,3.8901,0.2563
407,2012,0.782666,1.6194,0.0697,4.0181,0.3441
407,2013,0.697946,1.7577,0.0692,4.0082,0.3262
407,2014,0.757767,1.8909,0.0494,4.0045,0.3204
407,2015,0.837095,1.9831,0.0561,4.0309,0.3273
407,2016,0.767275,1.8949,0.0564,3.9471,0.3045
407,2017,0.735089,1.8471,0.0405,3.9107,0.3347
407,2018,0.804286,1.8544,0.0956,3.9808,0.3422
407,2019,0.798345,2.1016,0.09,3.9666,0.3609
408,2010,0.976868,1.8677,0.0777,6.1536,0.3653
408,2011,0.936605,1.7177,0.1186,6.0788,0.3543
408,2012,0.922568,1.701,0.0949,6.0552,0.2966
408,2013,0.961121,1.6819,0.1168,6.0573,0.2927
408,2014,0.884833,1.4895,0.1269,6.137,0.2816
408,2015,0.899625,1.4727,0.1094,6.0791,0.3255
408,2016,0.922508,1.9596,0.1028,6.0568,0.3122
408,2017,1.0,2.1405,0.1141,6.0529,0.3275
408,2018,1.0,2.2541,0.125,6.1055,0.3403
408,2019,1.0,1.952,0.1483,6.0979,0.3563
409,2010,0.842594,2.2544,0.0911,3.6338,0.3008
409,2011,0.801047,2.0295,0.0668,3.6735,0.3054
409,2012,0.8076,2.0595,0.0958,3.6574,0.3277
409,2013,0.831155,2.0067,0.118,3.6897,0.3388
409,2014,0.84339,1.7321,0.1043,3.7648,0.3507
409,2015,0.886433,2.1656,0.0947,3.6794,0.2979
409,2016,0.819,1.9551,0.1306,3.604,0.3287
409,2017,0.913223,2.0634,0.0876,3.7282,0.3417
409,2018,0.800844,1.7093,0.0623,3.7158,0.2784
409,2019,0.772059,1.7021,0.0819,3.7442,0.2949
410,2010,0.772047,1.213,0.0581,6.2376,0.359
410,2011,0.864967,1.4401,0.0456,6.2789,0.3658
410,2012,0.931791,1.6606,0.074,6.3493,0.3691
410,2013,0.906457,1.4625,0.076,6.2435,0.3646
410,2014,0.868604,1.2526,0.0894,6.1505,0.4007
410,2015,0.869828,1.1721,0.1243,6.1321,0.3762
410,2016,0.870983,1.2183,0.1577,6.1662,0.3903
410,2017,0.892029,1.6121,0.1609,6.1528,0.4457
410,2018,0.93841,1.6405,0.1196,6.1527,0.3919
410,2019,0.931606,1.8272,0.1139,5.9975,0.3456
411,2010,0.810136,1.6253,0.0388,3.9426,0.2728
411,2011,0.732944,1.8459,0.0408,3.9288,0.2999
411,2012,0.75875,2.0019,0.0439,3.915,0.3292
411,2013,0.707915,1.6649,0.0224,3.9203,0.3432
411,2014,0.76805,1.649,0.0317,3.8193,0.3043
411,2015,0.647919,1.4634,0.009,3.9499,0.2781
411,2016,0.708078,1.5989,0.0399,3.9811,0.2608
411,2017,0.66157,1.1727,0.0218,3.8634,0.2987
411,2018,0.626148,0.9189,0.043,3.8114,0.3071
411,2019,0.748017,1.3325,0.0518,3.6987,0.2879
412,2010,1.0,1.8536,0.1847,8.2634,0.3912
412,2011,1.0,1.9644,0.181,8.2195,0.4227
412,2012,1.0,1.7621,0.1525,8.2967,0.414
412,2013,1.0,2.0754,0.1734,8.2646,0.4266
412,2014,1.0,1.8453,0.1456,8.2348,0.3581
412,2015,1.0,1.3888,0.1244,8.1954,0.3978
412,2016,1.0,1.6254,0.1492,8.1447,0.4033
412,2017,1.0,1.6081,0.1137,8.1746,0.3931
412,2018,1.0,1.5547,0.1269,8.3153,0.3844
412,2019,1.0,1.4626,0.0984,8.3124,0.3987
413,2010,1.0,1.3757,0.1083,8.3118,0.3955
413,2011,1.0,1.4214,0.0965,8.4052,0.3623
413,2012,1.0,1.659,0.1117,8.314,0.3581
413,2013,1.0,1.6551,0.1066,8.2595,0.3694
413,2014,1.0,1.6425,0.1176,8.2059,0.3908
413,2015,1.0,1.6688,0.1558,8.3041,0.3689
413,2016,1.0,1.3633,0.1283,8.4911,0.3757
413,2017,1.0,1.348,0.1539,8.4903,0.3845
413,2018,1.0,0.9084,0.1229,8.4844,0.3236
413,2019,1.0,0.9995,0.1355,8.5977,0.3972
414,2010,0.880609,1.3859,0.1211,5.982,0.3209
414,2011,0.826884,1.2037,0.1441,5.8987,0.3346
414,2012,0.853789,1.3509,0.0906,5.902,0.3825
414,2013,0.795395,1.1635,0.0731,5.9721,0.4216
414,2014,0.801804,1.3419,0.1011,6.0028,0.3791
414,2015,0.843537,1.3596,0.0798,5.8911,0.3765
414,2016,0.844719,1.3951,0.1202,5.9935,0.4053
414,2017,0.89051,1.6268,0.1183,5.9486,0.4061
414,2018,1.0,2.0483,0.0724,5.9027,0.3863
414,2019,0.973269,1.9086,0.1103,5.7165,0.3699
415,2010,0.836772,1.9149,0.08,4.1159,0.2571
415,2011,0.834378,1.9797,0.0856,4.3174,0.248
415,2012,0.841619,1.9868,0.0427,4.3544,0.232
415,2013,0.791192,1.7558,0.0371,4.2353,0.2908
415,2014,0.843531,2.0553,0.0234,4.133,0.2928
415,2015,0.772473,1.4957,0.0436,4.0902,0.3435
415,2016,0.67292,1.2407,0.058,4.0265,0.3138
415,2017,0.705981,1.4615,0.0742,3.9009,0.2773
415,2018,0.674116,1.7115,0.0796,3.839,0.3151
415,2019,0.652751,1.6615,0.064,3.9783,0.3427
416,2010,0.689809,1.8191,0.0756,4.1754,0.2992
416,2011,0.752062,2.0611,0.087,4.1879,0.2687
416,2012,0.694574,1.8493,0.0734,4.1177,0.2604
416,2013,0.676182,1.5905,0.0776,4.2025,0.2644
416,2014,0.703015,1.5499,0.092,4.0474,0.269
416,2015,0.703663,1.9397,0.1058,4.0576,0.3082
416,2016,0.719623,2.0627,0.0837,3.9849,0.2758
416,2017,0.694487,2.0717,0.1037,4.1283,0.3116
416,2018,0.694827,2.1666,0.1051,4.1719,0.3723
416,2019,0.797624,2.3081,0.1059,4.0374,0.3682
417,2010,1.0,1.2265,0.1144,8.5064,0.4112
417,2011,1.0,1.3714,0.0892,8.3833,0.4173
417,2012,1.0,1.207,0.1027,8.4059,0.4452
417,2013,1.0,1.1412,0.1007,8.3864,0.4535
417,2014,1.0,1.5432,0.1139,8.3789,0.4412
417,2015,1.0,1.8782,0.1125,8.379,0.4319
417,2016,1.0,1.6206,0.1015,8.398,0.4576
417,2017,1.0,1.9376,0.1001,8.4126,0.3868
417,2018,1.0,1.9299,0.0889,8.329,0.3952
417,2019,1.0,1.7522,0.0888,8.4324,0.3629
418,2010,0.782944,1.5304,0.0773,5.6831,0.4014
418,2011,0.883981,1.7216,0.0637,5.6582,0.4036
418,2012,0.897428,1.7602,0.0698,5.7602,0.4004
418,2013,0.87116,1.7943,0.0916,5.7778,0.3629
418,2014,0.937091,1.4424,0.1119,5.7616,0.3964
418,2015,0.847705,1.5244,0.1352,5.7369,0.4155
418,2016,0.91515,1.5421,0.149,5.9275,0.3677
418,2017,0.91759,1.3211,0.1167,5.8391,0.4055
418,2018,0.855988,1.4726,0.1129,6.0039,0.3325
418,2019,0.809604,1.3721,0.1017,5.8977,0.3374
419,2010,0.724106,1.3506,0.09,3.9697,0.3346
419,2011,0.729141,1.6311,0.0695,3.997,0.2895
419,2012,0.685243,1.4908,0.0779,3.9356,0.2733
419,2013,0.707958,1.5862,0.1036,3.8747,0.2574
419,2014,0.680389,1.4223,0.1046,3.8158,0.2523
419,2015,0.707498,1.3255,0.0767,3.9268,0.2542
419,2016,0.751531,1.7775,0.1062,4.0621,0.2795
419,2017,0.838231,1.8298,0.0966,3.9925,0.266
419,2018,0.831871,1.6301,0.1025,4.1132,0.2907
419,2019,0.810217,1.8645,0.0709,4.0688,0.3688
420,2010,0.908937,1.2382,0.1324,6.1073,0.3591
420,2011,0.901493,1.393,0.16,6.0591,0.3521
420,2012,0.915391,1.3764,0.1629,6.0832,0.3423
420,2013,0.875377,1.5427,0.1462,6.1855,0.3494
420,2014,0.892863,1.3794,0.1477,5.9563,0.3518
420,2015,0.837211,1.557,0.0998,5.971,0.3351
420,2016,0.971918,1.7121,0.12,6.1214,0.3203
420,2017,0.983919,1.7738,0.1006,6.1998,0.2926
420,2018,0.962766,1.6961,0.1057,6.2978,0.3196
420,2019,0.899284,1.3104,0.1381,6.2297,0.3394
421,2010,0.81436,1.9371,0.0879,4.1005,0.3768
421,2011,0.825067,1.9755,0.0467,4.0098,0.4076
421,2012,0.832601,1.911,0.0323,4.1397,0.4271
421,2013,0.786015,1.7394,0.0567,4.2353,0.4005
421,2014,0.879959,1.8756,0.0756,4.1861,0.3726
421,2015,0.818919,1.8333,0.0825,4.0583,0.3094
421,2016,0.781722,1.5142,0.0829,3.9465,0.303
421,2017,0.707533,1.3508,0.0755,3.9903,0.2525
421,2018,0.671644,1.209,0.1147,3.9226,0.2952
421,2019,0.79292,1.597,0.0939,3.9147,0.2655
422,2010,0.776078,1.5559,0.111,5.8905,0.3457
422,2011,0.763017,1.3503,0.0762,5.727,0.3789
422,2012,0.766022,1.3676,0.0778,5.7734,0.3992
422,2013,0.691997,1.1559,0.085,5.66,0.3394
422,2014,0.723594,1.3068,0.0551,5.6986,0.3225
422,2015,0.775838,1.4668,0.1023,5.8699,0.3507
422,2016,0.738429,1.4364,0.1153,5.9523,0.3521
422,2017,0.774622,1.5124,0.0752,5.859,0.3494
422,2018,0.768742,1.5377,0.1222,5.8825,0.3182
422,2019,0.768435,1.5431,0.116,5.9467,0.3385
423,2010,0.753408,1.0598,0.1,5.8892,0.4615
423,2011,0.744989,1.2211,0.136,6.0552,0.383
423,2012,0.819669,1.6321,0.1154,6.1407,0.3974
423,2013,0.897383,1.345,0.0981,5.9836,0.3988
423,2014,0.816102,1.3039,0.0921,5.9904,0.359
423,2015,0.801786,1.4045,0.073,5.9623,0.3254
423,2016,0.817542,1.5358,0.1094,6.0814,0.3499
423,2017,0.787064,1.2409,0.1117,6.087,0.3519
423,2018,0.827331,1.1767,0.0868,6.0244,0.3899
423,2019,0.776112,1.5317,0.0849,6.0068,0.3418
424,2010,1.0,1.2991,0.1451,8.5825,0.3278
424,2011,1.0,1.4397,0.1644,8.5881,0.3459
424,2012,1.0,1.4552,0.1356,8.3371,0.3264
424,2013,1.0,1.5608,0.1447,8.3022,0.3357
424,2014,1.0,1.3614,0.1532,8.2493,0.3336
424,2015,1.0,1.2344,0.1448,8.3007,0.3905
424,2016,1.0,1.4097,0.1676,8.3629,0.4319
424,2017,1.0,1.3314,0.1591,8.2928,0.402
424,2018,1.0,1.7247,0.1393,8.4583,0.3912
424,2019,1.0,1.2214,0.1512,8.3351,0.3928
425,2010,0.708868,1.5664,0.1283,3.8301,0.2637
425,2011,0.661836,1.4076,0.1112,3.8907,0.2557
425,2012,0.633641,1.3284,0.1161,3.9139,0.262
425,2013,0.710966,1.4696,0.0769,3.9048,0.1983
425,2014,0.67783,1.6832,0.0908,3.9446,0.1445
425,2015,0.752278,1.8728,0.1148,4.0513,0.1819
425,2016,0.777772,1.7895,0.1456,3.9794,0.1507
425,2017,0.796087,1.6883,0.1438,3.9223,0.1816
425,2018,0.839871,2.0895,0.1484,3.9883,0.1741
425,2019,0.853353,2.2693,0.1091,3.9321,0.2181
426,2010,0.776105,2.0404,0.0476,4.3157,0.3082
426,2011,0.803316,1.8944,0.063,4.2855,0.2709
426,2012,0.721672,2.1986,0.0579,4.1737,0.2318
426,2013,0.760826,2.3195,0.0881,4.1166,0.2127
426,2014,0.820069,2.6593,0.1146,4.0127,0.2044
426,2015,0.72859,2.1031,0.1009,4.1362,0.2105
426,2016,0.663493,1.7431,0.0671,4.1983,0.2062
426,2017,0.687223,1.6702,0.0953,4.1142,0.2066
426,2018,0.67017,1.9801,0.1238,4.1752,0.2301
426,2019,0.786431,1.9026,0.1392,4.1725,0.2608
427,2010,0.8958,2.069,0.0722,3.8106,0.305
427,2011,0.822144,2.3247,0.0659,3.7466,0.2491
427,2012,0.843201,2.1171,0.0874,3.759,0.2573
427,2013,0.789084,1.8698,0.0597,3.7165,0.199
427,2014,0.758957,1.9044,0.0434,3.6903,0.2727
427,2015,0.808986,1.7627,0.0191,3.7097,0.2484
427,2016,0.760574,1.5657,0.0494,3.7031,0.2386
427,2017,0.711577,1.2759,0.081,3.8015,0.2316
427,2018,0.803511,1.6242,0.0802,3.7954,0.2575
427,2019,0.794847,1.6378,0.105,3.7996,0.2821
428,2010,0.813598,2.2274,0.0822,3.6107,0.3508
428,2011,0.815301,2.1534,0.0848,3.6995,0.298
428,2012,0.810322,2.2533,0.0645,3.6756,0.2695
428,2013,0.777969,2.1831,0.0689,3.738,0.2727
428,2014,0.822549,2.2212,0.129,3.7155,0.2905
428,2015,0.936513,2.3624,0.1195,3.7965,0.2988
428,2016,0.986461,2.4879,0.1077,3.7765,0.2864
428,2017,0.92282,1.9987,0.0941,3.7668,0.307
428,2018,0.874501,2.1608,0.0844,3.7842,0.3068
428,2019,0.856038,2.1268,0.0828,3.8255,0.3403
429,2010,1.0,1.8297,0.0944,8.4721,0.3265
429,2011,1.0,1.7663,0.1156,8.4767,0.3542
429,2012,1.0,1.8932,0.1249,8.4335,0.3678
429,2013,1.0,1.8171,0.1157,8.5086,0.3086
429,2014,1.0,1.995,0.147,8.5034,0.3808
429,2015,1.0,1.4075,0.18,8.4317,0.4023
429,2016,1.0,1.5319,0.177,8.3742,0.4103
429,2017,1.0,1.5785,0.1677,8.3242,0.3893
429,2018,1.0,1.9558,0.1482,8.4613,0.4587
429,2019,1.0,1.8479,0.1949,8.5021,0.4224
430,2010,1.0,1.2436,0.1757,8.5634,0.4111
430,2011,1.0,1.2939,0.167,8.4911,0.368
430,2012,1.0,1.0516,0.1566,8.4229,0.3416
430,2013,1.0,1.2861,0.1225,8.4369,0.3653
430,2014,1.0,1.3299,0.1569,8.5542,0.3702
430,2015,1.0,1.1597,0.1301,8.7227,0.3735
430,2016,1.0,1.1717,0.1625,8.6484,0.3909
430,2017,1.0,1.3188,0.1605,8.6025,0.3729
430,2018,1.0,1.0955,0.1673,8.6799,0.3386
430,2019,1.0,0.8685,0.1726,8.6758,0.3811
431,2010,0.700387,1.2357,0.0731,5.8662,0.3562
431,2011,0.704395,1.0912,0.1056,5.976,0.33
431,2012,0.674955,1.1121,0.129,5.8834,0.3376
431,2013,0.747767,1.3354,0.1022,5.9798,0.3246
431,2014,0.814193,1.5219,0.1082,6.1261,0.3358
431,2015,0.826039,1.4076,0.1001,6.0449,0.3833
431,2016,0.803422,1.3193,0.1178,6.0684,0.3988
431,2017,0.820788,1.4382,0.1166,6.0524,0.384
431,2018,0.872364,1.3692,0.1089,6.0906,0.3307
431,2019,0.904249,1.7286,0.0805,6.0371,0.3408
432,2010,0.878952,2.3116,0.0915,4.3377,0.3045
432,2011,0.855323,1.8815,0.1087,4.3826,0.2963
432,2012,0.817776,1.9407,0.1133,4.378,0.2972
432,2013,0.86946,2.1083,0.0992,4.3633,0.3169
432,2014,0.77117,1.8643,0.078,4.2955,0.319
432,2015,0.840437,2.0306,0.0448,4.3159,0.2977
432,2016,0.802826,1.8574,0.0448,4.3035,0.3233
432,2017,0.893296,2.1897,0.0442,4.2952,0.339
432,2018,0.776786,1.885,0.0745,4.3171,0.3187
432,2019,0.818239,2.1439,0.0513,4.3453,0.302
433,2010,0.803684,1.5522,0.1399,3.9056,0.1388
433,2011,0.747118,1.6142,0.1032,3.8804,0.2259
433,2012,0.701855,1.575,0.1066,3.7426,0.2596
433,2013,0.626924,1.1426,0.0989,3.9043,0.2724
433,2014,0.722948,1.493,0.0902,3.8135,0.2229
433,2015,0.725103,1.5758,0.0801,3.9453,0.2343
433,2016,0.707185,1.5411,0.0756,3.9421,0.2355
433,2017,0.600698,0.997,0.0596,3.8068,0.2471
433,2018,0.589611,1.0836,0.0484,3.748,0.2876
433,2019,0.569999,1.3631,0.0466,3.7621,0.2894
434,2010,0.911211,1.0554,0.1326,8.3576,0.539
434,2011,0.96097,1.1923,0.1142,8.3946,0.4859
434,2012,1.0,1.1255,0.1068,8.3404,0.5073
434,2013,1.0,1.4174,0.1308,8.3242,0.4917
434,2014,0.983895,1.3202,0.1107,8.3811,0.4645
434,2015,1.0,1.0187,0.1215,8.387,0.4651
434,2016,1.0,1.4762,0.0886,8.4863,0.49
434,2017,1.0,1.553,0.1182,8.511,0.4609
434,2018,1.0,1.4349,0.119,8.4974,0.4549
434,2019,1.0,1.5809,0.08,8.4798,0.4466
435,2010,0.728219,1.6233,0.0747,3.943,0.283
435,2011,0.762423,1.294,0.0483,3.9417,0.2533
435,2012,0.736017,1.3855,0.0498,3.9461,0.2728
435,2013,0.743011,1.7008,0.0836,3.9766,0.2678
435,2014,0.687351,1.4675,0.106,3.9599,0.2772
435,2015,0.597603,1.6159,0.0995,3.9178,0.2897
435,2016,0.675179,1.7945,0.0744,3.9234,0.3282
435,2017,0.754142,1.6001,0.0816,3.8436,0.3041
435,2018,0.700357,1.7078,0.1044,3.6675,0.3288
435,2019,0.596408,1.3408,0.0876,3.727,0.3958
436,2010,0.594307,1.3705,0.1117,3.3587,0.2468
436,2011,0.616363,1.5621,0.1568,3.4372,0.2625
436,2012,0.676795,1.6833,0.1282,3.5726,0.2919
436,2013,0.650484,1.6261,0.1256,3.692,0.2791
436,2014,0.539524,1.492,0.1124,3.7848,0.2479
436,2015,0.642578,1.6641,0.1117,3.7928,0.2625
436,2016,0.657457,1.8623,0.1113,3.7508,0.269
436,2017,0.736513,2.2788,0.0814,3.6173,0.2114
436,2018,0.771569,1.9822,0.102,3.7061,0.2026
436,2019,0.738942,1.908,0.0805,3.8892,0.1807
437,2010,0.97224,1.1776,0.1588,8.6062,0.4272
437,2011,1.0,1.2816,0.1778,8.5733,0.432
437,2012,1.0,1.428,0.1185,8.5974,0.4547
437,2013,1.0,1.7527,0.1258,8.503,0.4549
437,2014,1.0,1.4932,0.1268,8.4093,0.4345
437,2015,1.0,1.6333,0.1089,8.4855,0.4387
437,2016,1.0,1.452,0.126,8.5787,0.4364
437,2017,1.0,1.5919,0.1423,8.6832,0.4365
437,2018,1.0,1.3941,0.117,8.6142,0.3885
437,2019,1.0,1.2245,0.1289,8.5638,0.4117
438,2010,0.758824,1.4486,0.0729,3.8793,0.2879
438,2011,0.797746,1.5759,0.0831,3.9448,0.3035
438,2012,0.747347,1.5601,0.0403,3.8781,0.3005
438,2013,0.732801,1.6655,0.0613,3.8756,0.29
438,2014,0.644709,1.5794,0.055,3.8541,0.297
438,2015,0.701198,1.5341,0.0814,3.74,0.265
438,2016,0.58,1.2774,0.1107,3.5747,0.3184
438,2017,0.613023,1.4496,0.0739,3.6413,0.3073
438,2018,0.701917,1.2973,0.0844,3.7513,0.2792
438,2019,0.599958,1.037,0.0972,3.6786,0.223
439,2010,1.0,2.0697,0.1175,5.9999,0.1792
439,2011,0.950791,1.971,0.1032,5.9697,0.14
439,2012,0.942507,1.8405,0.1101,5.9462,0.1352
439,2013,0.88485,1.6511,0.0977,5.9102,0.1461
439,2014,0.809945,1.4249,0.0523,5.9016,0.1913
439,2015,0.852184,1.3296,0.0488,6.1037,0.2357
439,2016,0.888216,1.6339,0.0404,6.115,0.2353
439,2017,0.955578,1.5993,0.0781,5.9883,0.2136
439,2018,1.0,1.7822,0.0697,6.0349,0.2198
439,2019,1.0,1.8157,0.0925,6.1448,0.2936
440,2010,0.804944,1.6158,0.1057,5.4822,0.4406
440,2011,0.859767,1.5095,0.1128,5.5006,0.4277
440,2012,0.869668,1.6446,0.112,5.5364,0.4167
440,2013,0.904592,1.395,0.1051,5.5829,0.4064
440,2014,0.889502,1.6302,0.1178,5.7259,0.3515
440,2015,0.905634,1.5523,0.1141,5.7669,0.3827
440,2016,0.902368,1.6376,0.116,5.7429,0.4074
440,2017,0.994644,1.7242,0.1005,5.9487,0.3689
440,2018,0.887861,1.6796,0.1151,5.9417,0.3812
440,2019,0.966371,1.6316,0.098,6.0835,0.3481
441,2010,0.732636,1.4309,0.0893,5.879,0.3501
441,2011,0.717141,1.1414,0.0932,5.9131,0.3401
441,2012,0.841379,1.4082,0.0938,6.0896,0.3734
441,2013,0.835124,1.4419,0.1134,5.932,0.3777
441,2014,0.744473,1.2298,0.1269,5.8537,0.3368
441,2015,0.647959,1.1205,0.1356,5.8974,0.2986
441,2016,0.692898,1.0795,0.1399,6.0348,0.2748
441,2017,0.722364,1.4944,0.1312,5.8856,0.2926
441,2018,0.687149,1.5904,0.0691,5.8301,0.3023
441,2019,0.809686,1.7788,0.0777,5.8967,0.3055
442,2010,1.0,2.2105,0.0634,6.2408,0.2879
442,2011,1.0,1.9988,0.0706,6.2151,0.2646
442,2012,0.98724,2.1343,0.0765,6.0876,0.2953
442,2013,1.0,1.8267,0.0731,5.9887,0.293
442,2014,0.98772,1.8904,0.0489,6.0704,0.25
442,2015,0.985756,1.6903,0.1216,5.9983,0.2285
442,2016,1.0,1.7724,0.1153,6.0713,0.2454
442,2017,1.0,1.7609,0.139,6.1628,0.2526
